jeremić,a	jer,emi,ća
maksimum,a	m,aks,im,uma
kostas,om	k,ostas,om
karamanlis,om	kar,aman,lis,om
monitor,a	monitor,a
osnovni,m	os,nov,nim
srednji,m	s,red,nj,im
ćiril,a	�,�,ir,ila
dabi,ju	d,ab,iju
fond,u	fon,du
fond,om	fond,om
dužnički,h	du,ž,nič,kih
nedaća,ma	n,eda,ć,ama
iznos,a	iz,n,osa
efsf,-a	e,fs,f,-a
budžet,om	bud,ž,et,om
dogovoren,a	dog,ov,or,ena
obim,u	ob,imu
esm,-a	es,m,-a
prilog,a	pril,oga
doprinos,u	dop,r,inos,u
vašington,u	va,š,ington,u
cent,i	cent,i
izložen,om	iz,ložen,om
mlađan,a	m,la,đ,ana
dinkić,a	d,inki,ća
dinkićev,og	d,inki,ć,ev,og
slab,u	sl,abu
dinkićev,ih	d,inki,će,vih
sednica,ma	sed,nic,ama
tadićev,i	t,adi,će,vi
visok,u	vis,oku
preduslov,a	pred,us,lova
neiskren,a	ne,isk,rena
sledeći,m	s,lede,ć,im
propust,om	prop,ustom
blag,og	bl,agog
akter,a	akter,a
proces,i	pro,cesi
prioritet,ima	p,rior,itet,ima
blag,i	bl,agi
davutogluov,im	d,av,ut,og,lu,ov,im
angažman,om	anga,ž,man,om
balansiran,im	bal,ans,ir,anim
inicijativa,ma	inic,ij,ativ,ama
posredovanje,m	pos,red,ovan,jem
sad,-u	s,ad,-u
potencijal,om	pot,enc,ij,alom
mobiltel,a	mob,ilt,ela
operater,a	oper,atera
naslovljen,oj	nas,lov,ljen,oj
savremen,u	s,av,re,menu
praćen,u	pra,ć,enu
odgovarajući,m	od,gov,ar,aju,ć,im
veština,ma	ve,št,inama
pokretač,em	pok,reta,č,em
prezasićen,ih	pre,z,asi,ćen,ih
povećan,om	p,ove,ć,an,om
bdp,-u	b,dp,-u
ocena,ma	oc,en,ama
metod,i	met,odi
metod,a	met,oda
vaučer,i	v,au,č,eri
nerešen,i	n,ere,š,eni
društven,oj	d,ru,št,ven,oj
akcijski,h	ak,c,ijskih
sektor,e	se,kt,ore
signal,u	sign,alu
vagon,i	v,ag,oni
slep,im	s,lep,im
šezdeseti,h	š,ez,des,et,ih
jevtin,e	jev,t,ine
kratkovid,a	k,rat,kov,ida
deonica,ma	de,onic,ama
čitav,om	čit,av,om
voz,om	voz,om
razvijenost,i	raz,v,ijen,osti
okup,u	ok,upu
avion,i	av,ioni
primer,u	primer,u
rat,ove	rat,ove
voz,ovima	voz,ovima
brz,e	br,ze
navodni,m	nav,od,nim
tretman,u	tre,t,man,u
umanjivanje,m	uman,j,ivan,jem
železnički,m	ž,ele,z,nič,kim
saobraćaj,em	sa,obra,ć,ajem
ekspert,e	eks,per,te
majdan,i	ma,jd,ani
nepostojeći,h	ne,post,oje,ć,ih
jurišnik,a	j,uri,š,nika
lopov,a	lop,ova
direktor,i	dire,kt,ori
džep,ova	d,ž,ep,ova
koncert,i	kon,cert,i
estradni,h	est,rad,nih
aranžman,i	aran,ž,mani
kondukter,e	kon,duk,tere
skretničar,e	sk,ret,nič,are
polomljen,a	pol,om,lj,ena
lopov,i	lop,ovi
nabavljač,i	nab,avlja,či
šraf,ove	š,raf,ove
teg,ove	teg,ove
čekaonica,ma	č,eka,onic,ama
postaja,ma	post,aj,ama
jeziv,u	jez,ivu
krov,a	k,rova
tip,ovi	tip,ovi
start,u	start,u
leone,a	le,one,a
zapad,u	z,ap,adu
odsustvo,m	ods,ust,vom
zadovoljstvo,m	zad,ov,olj,stvom
medijski,h	med,ijskih
vila,ma	vil,ama
jahta,ma	ja,ht,ama
skupocen,im	sk,up,oc,en,im
automobil,ima	aut,om,obil,ima
nedefinisan,ih	ned,ef,in,isan,ih
lik,ova	lik,ova
uređen,ih	ure,đen,ih
rashod,e	rash,ode
način,u	nač,inu
naveden,e	nav,ed,ene
odgovor,a	od,gov,ora
uređen,im	ure,đen,im
donošenje,m	d,ono,šen,jem
serotonin,a	ser,oton,ina
ran,im	ran,im
deficit,ima	def,icit,ima
hormon,a	h,orm,ona
miš,evima	mi,šev,ima
miš,eva	mi,še,va
neuron,a	neur,ona
hormon,om	h,orm,onom
krv,i	kr,vi
tori,jem	tor,ij,em
takumi,jem	tak,um,ij,em
miš,evi	mi,še,vi
brk,ove	br,k,ove
brk,ova	br,k,ova
istraživač,ima	ist,raž,iva,č,ima
serotoninski,h	ser,oton,ins,kih
receptor,a	re,cept,ora
lek,ove	lek,ove
serototnin,a	ser,ot,ot,n,ina
star,i	st,ari
zanimljiv,iji	z,anim,ljiv,iji
test,om	test,om
kavez,a	k,ave,za
kavez,u	k,ave,zu
jedinka,ma	jed,ink,ama
izražen,ijim	iz,ra,žen,ij,im
neartikulisan,ih	ne,art,ik,ul,isan,ih
zvuk,ova	zv,uk,ova
simptom,e	sim,pt,ome
anksioznost,i	anks,io,zn,osti
takumi,ja	tak,um,ija
senzacionalistički,m	s,enz,acional,istič,kim
genetski,m	gen,et,skim
mutacija,ma	mut,acij,ama
poremećaj,ima	por,eme,ć,ajima
tip,a	t,ipa
višestruk,oj	vi,š,est,ru,koj
jezik,a	jez,ika
poznat,oj	pozn,atoj
nacist,a	n,ac,ista
hitlerov,e	hit,ler,ove
naš,em	na,šem
vreme,nu	vre,menu
klempererov,a	k,lem,per,er,ova
reklamni,h	re,klam,nih
neograničen,u	ne,og,ranič,enu
nesavladiv,u	nes,av,lad,ivu
lažljiv,e	la,ž,lj,ive
nebrojen,om	ne,bro,jen,om
pisan,e	pis,ane
komunikacijski,h	kom,unik,acij,skih
šum,ova	š,um,ova
kontradiktornost,i	kon,trad,ikt,orn,osti
savremen,ih	s,av,re,men,ih
jednak,oj	jed,nak,oj
lingvistički,m	ling,v,istič,kim
mulj,em	mul,jem
blato,m	bl,atom
nesavršenost,i	nes,av,r,šen,osti
naj,različit,ijih	naj,raz,lič,it,ij,ih
glupost,i	gl,up,osti
list,ovima	list,ovima
papirus,a	pap,ir,usa
naslov,a	nas,lova
savremen,om	s,av,re,men,om
lenj,im	len,jim
glup,im	gl,up,im
dragocen,o	drag,oc,eno
spot,ova	spot,ova
zatupljujući,h	z,atu,pl,juju,ć,ih
elektronski,h	ele,ktr,ons,kih
višestruk,e	vi,š,est,ru,ke
jezik,om	je,zik,om
roman,e	rom,ane
izopačen,om	iz,opa,čen,om
sunovraćen,om	sun,ov,ra,ćen,om
aušvic,a	au,š,v,ica
logoraš,a	log,ora,ša
koncentracioni,m	kon,cent,rac,ion,im
logor,ima	log,or,ima
postojeći,m	post,oje,ć,im
teror,a	ter,ora
lažljiv,og	la,ž,ljiv,og
složen,u	s,lož,enu
osetljiv,u	os,et,lj,ivu
nov,ijoj	nov,ij,oj
nejak,u	nej,aku
miloševićev,og	m,ilo,šević,ev,og
ulični,h	ul,ič,nih
batinaš,a	bat,ina,ša
toljaga,ma	t,olj,ag,ama
prolaznik,a	pro,l,az,nika
neidentifikovan,i	ne,ident,ifik,ov,ani
crven,a	cr,vena
nacistički,m	n,ac,istič,kim
civil,ima	c,ivil,ima
povlašćen,a	p,ov,la,šć,ena
go,lo	g,olo
pokrovitelj,e	pok,rov,itel,je
položaj,ima	p,olo,ž,ajima
stran,oj	st,ran,oj
ponos,a	pon,osa
obračun,i	ob,rač,uni
navijač,a	nav,ija,ča
čitljiv,e	čit,lj,ive
naopak,o	na,op,ako
vidljiv,i	vid,lj,ivi
stereotip,a	st,ere,ot,ipa
začaran,i	za,čar,ani
prostor,u	prost,oru
strah,u	stra,hu
glad,i	gl,adi
nasilnički,h	n,asil,nič,kih
potpun,oj	pot,pun,oj
roman,a	rom,ana
detektiv,a	det,ekt,iva
po,a	po,a
novinski,h	nov,ins,kih
intelekt,u	inte,lekt,u
brz,oj	br,z,oj
šerlok,a	š,er,l,oka
holms,a	hol,ms,a
herkul,a	h,erk,ula
poaro,a	po,aro,a
junak,a	jun,aka
dipen,a	d,ip,ena
roman,i	rom,ani
trideseti,h	tr,ides,et,ih
okean,a	oke,ana
nezbe,a	n,ez,be,a
marlo,a	mar,lo,a
roman,ima	roman,ima
uočljiv,a	uo,č,lj,iva
sudbina,ma	sud,bin,ama
crn,oj	cr,noj
senator,a	sen,atora
makarti,ja	m,ak,art,ija
sadašnji,m	s,ada,šnj,im
pakt,a	pak,ta
jens,om	j,ens,om
stoltenberg,om	st,ol,ten,berg,om
star,ije	st,arije
istomišljenik,a	ist,omi,š,ljen,ika
nemoć,i	n,emo,ći
vlastit,i	v,last,iti
demokratičnost,i	dem,ok,rati,čnosti
bunt,a	b,unta
bes,a	bes,a
vlastit,u	v,last,itu
vaš,a	va,ša
ličnost,ima	lič,nost,ima
iskustvo,m	isk,ust,vom
predsednik,u	pred,sed,niku
favorit,a	f,avor,ita
razvijen,oj	raz,v,ijen,oj
naj,čuven,ija	naj,ču,ven,ija
fbi,-ja	f,bi,-,ja
uvod,u	uv,odu
huver,a	hu,ver,a
prijatelj,ima	p,rij,atelj,ima
nekontrolisan,og	nek,ont,rol,isan,og
dosije,a	dos,ije,a
stanovnik,e	stan,ov,nike
senator,e	sen,atore
kongresmen,e	kong,res,m,ene
martin,u	mart,inu
luter,u	l,uter,u
king,u	k,ingu
metoda,ma	met,od,ama
nezakonit,e	nez,akon,ite
pretres,e	pre,tr,ese
dosije,e	dos,ij,ee
žargon,u	ž,arg,onu
dubok,a	d,ub,oka
gangster,ima	gang,ster,ima
koren,a	kor,ena
smenjiv,a	s,men,j,iva
vučić,a	vu,či,ća
slikovit,iji	s,lik,ovit,iji
korumpiran,i	kor,ump,irani
đubre,ta	đ,ubre,ta
progonitelj,i	pro,gon,itel,ji
izabran,e	iz,ab,rane
čudo,m	č,ud,om
čitalac,a	č,ital,aca
zemljin,og	z,em,lj,in,og
šar,a	š,ara
ljosin,og	l,jos,in,og
naslov,om	nas,lov,om
pijur,a	p,ij,ura
felisit,a	fel,is,ita
janake,a	jan,ake,a
reketaš,a	rek,eta,ša
podnošljiv,u	pod,no,š,lj,ivu
zaplet,a	z,ap,leta
smisaon,im	sm,isa,onim
ucenjivač,ima	uc,en,j,iva,č,ima
crtež,om	cr,te,ž,om
pauk,a	p,au,ka
požar,a	po,ž,ara
neugodnost,i	ne,ug,od,nosti
ljubav,lju	lj,ub,avl,ju
roman,u	rom,anu
čuven,i	ču,veni
ljosin,im	l,jos,in,im
ljubitelj,ima	lj,ub,itelj,ima
sin,ovima	sin,ovima
običaj,u	ob,ič,aju
sapunski,h	s,apun,skih
bok,a	b,oka
sin,u	sin,u
fončitov,oj	f,on,čit,ov,oj
fončitov,e	f,on,čit,ove
duh,om	du,hom
ljosin,oj	l,jos,inoj
ljosin,o	l,jos,ino
savremen,og	s,av,re,men,og
peru,a	per,ua
rasparen,e	ras,par,ene
kućni,m	ku,ć,nim
papuča,ma	pap,uč,ama
viskonzin,u	v,isk,onz,inu
neuron,i	neur,oni
autoimun,ih	auto,im,un,ih
alchajmerov,om	al,ch,aj,mer,ov,om
demencija,ma	dem,enc,ijama
stub,a	st,uba
zdrav,e	zd,rave
paradoks,a	par,ad,ok,sa
mit,ova	mit,ova
ustaljen,o	ust,al,jeno
kvalitet,a	k,val,iteta
moždan,e	mo,žd,ane
pospan,i	pos,pan,i
talas,a	tal,asa
dubok,i	d,ub,oki
dubok,og	d,ub,ok,og
pokret,ima	pok,ret,ima
povećan,u	p,ove,ć,anu
okean,u	oke,anu
svet,ove	sv,et,ove
čas,u	čas,u
staž,a	sta,ža
dušek,a	du,š,eka
zebald,a	z,eb,alda
saturnov,i	sat,urn,ovi
prsten,ovi	pr,sten,ovi
zebald,u	z,eb,al,du
besmislen,ih	bes,mis,len,ih
vlastit,e	v,last,ite
putokaz,i	put,ok,azi
valer,i	val,eri
monoton,e	mon,ot,one
knjiga,ma	kn,j,ig,ama
svaki,m	sv,ak,im
nepromenjen,og	ne,prom,en,jen,og
intenzitet,a	int,enz,iteta
trend,ova	tr,end,ova
verzija,ma	ver,zij,ama
vulkan,om	v,ulkan,om
malkolm,a	m,alk,ol,ma
lauri,ja	la,ur,ija
zenov,u	zen,ovu
ital,a	it,ala
zvev,a	z,ve,va
grob,ovima	g,rob,ovima
ernest,a	ern,esta
sabat,a	sab,ata
bulgakov,a	b,ulg,ak,ova
odsjaj,i	ods,j,aji
dugogodišnji,h	du,g,og,odi,šnjih
autor,a	aut,ora
proživljen,og	pro,živ,ljen,og
otpor,a	ot,pora
svest,i	sv,esti
vlastit,og	v,last,it,og
grad,ovi	grad,ovi
čas,ove	čas,ove
zemaljski,h	zem,al,j,skih
star,im	star,im
trst,om	tr,st,om
zen,a	z,ena
kozim,a	k,oz,ima
neuverljiv,a	ne,u,ver,lj,iva
original,a	original,a
leopold,a	le,opold,a
blum,a	bl,uma
bled,u	ble,du
džojsov,og	d,ž,oj,s,ov,og
život,ima	ž,ivot,ima
detalj,u	det,al,ju
jarbol,a	jar,bola
brodolom,a	b,rod,ol,oma
prostor,i	prost,ori
pouzdan,a	p,ou,zd,ana
razvučenost,i	raz,vu,čen,osti
koncept,a	kon,cept,a
pisaći,m	p,isa,ć,im
papirnat,ih	pap,ir,n,atih
jalov,om	jal,ov,om
ključ,a	ključ,a
bezdan,u	be,zd,anu
avet,i	av,eti
univerzum,a	un,iverz,uma
model,i	model,i
čitaočev,og	č,ita,oč,ev,og
orijentir,i	or,ij,ent,iri
zamišljen,og	z,ami,š,ljen,og
nojev,a	no,jeva
unos,a	un,osa
čovekolik,i	č,ov,ek,ol,iki
elektroencefalogram,a	ele,kt,ro,ence,fal,ogr,ama
uređaj,i	ure,đ,aji
niz,a	n,iza
određen,oj	od,re,đen,oj
komfor,a	kom,for,a
mit,-a	mit,-a
mašina,ma	ma,š,inama
potreba,ma	pot,reb,ama
pionirski,h	p,ion,ir,skih
univerzitet,u	un,iverz,itet,u
računar,a	rač,un,ara
automat,u	aut,om,atu
naj,rashlađen,ija	naj,rash,la,đen,ija
preduslov,i	pred,us,l,ovi
prav,ih	pra,vih
samsung,a	s,ams,unga
frižider,e	f,ri,ž,idere
korisnik,u	kor,is,niku
telefon,a	tele,f,ona
frižider,u	f,ri,ž,ider,u
telefon,e	tele,fone
termostat,a	ter,most,ata
ranjiv,a	ran,j,iva
upad,a	up,ada
inženjering,om	in,žen,j,ering,om
manipulacija,ma	man,ip,ul,acij,ama
poverljiv,im	pover,ljiv,im
mejl,ovima	me,j,lov,ima
poraz,u	por,azu
proizvođač,u	pro,iz,vo,đ,aču
gugl,u	g,ug,lu
uređaj,ima	ure,đ,ajima
dom,u	dom,u
oregon,u	o,regon,u
kamera,ma	k,amer,ama
televizor,om	te,lev,iz,or,om
nemarnost,i	nem,arn,osti
senzor,e	s,enz,ore
pejsmejker,om	pe,js,me,j,ker,om
haker,i	h,aker,i
haker,a	hak,era
omiljen,ih	om,il,jenih
skup,ovima	sk,up,ovima
hakovanje,m	hak,ovan,jem
motor,a	mot,ora
sudar,a	sud,ara
ishod,om	ish,odom
semafor,a	s,ema,for,a
visokoobučen,e	vis,oko,ob,uč,ene
osetljiv,ih	os,et,ljiv,ih
autopilot,a	aut,opil,ota
silos,a	sil,osa
način,a	nač,ina
provajder,i	prov,aj,der,i
oblak,u	obl,aku
obnažen,i	ob,na,ž,eni
selfi,ji	self,iji
korisnost,i	kor,is,nosti
štetnost,i	št,et,nosti
opravdanost,i	op,rav,dan,osti
osetljiv,om	os,et,ljiv,om
isplativost,i	is,pl,ativ,osti
malen,a	mal,ena
tehnološki,m	te,hn,olo,š,kim
koncept,om	kon,cept,om
čest,ih	č,est,ih
teret,a	ter,eta
kosovar,a	k,os,ov,ara
spisk,a	sp,iska
nestrukturiran,a	nest,ru,kt,ur,irana
proizvodni,h	pro,iz,vod,nih
izgubljen,ih	iz,g,ubl,jenih
ishod,e	ish,ode
lak,šu	lak,šu
jakup,a	jak,upa
preuranjen,o	pre,uran,jeno
preporučljiv,o	pre,por,uč,lj,ivo
lider,om	lider,om
mehmet,om	me,h,met,om
ali,jem	a,lij,em
talat,om	tal,atom
poseta,ma	pos,et,ama
frustrirajući,m	fr,ust,ri,ra,ju,ć,im
zastoj,em	zas,to,jem
kontakt,e	kont,akte
kontakt,i	kont,ak,ti
nivo,ima	n,ivo,ima
izražen,ih	iz,ra,žen,ih
slab,o	sl,abo
plan,om	plan,om
kiparski,m	kip,ars,kim
rešenje,m	re,šen,jem
osobenost,ima	os,oben,ost,ima
nerešiv,om	n,ere,š,iv,om
kršenje,m	kr,šen,jem
ilir,a	i,li,ra
dugoli,ja	d,ug,ol,ija
oto,a	o,toa
fudbal,a	f,ud,b,ala
rehagelov,a	re,h,ag,el,ova
rezultat,om	rez,ult,atom
tim,om	tim,om
rehagel,a	re,h,ag,ela
sporting,a	sport,inga
naj,istaknut,iji	naj,ist,ak,nut,iji
trideseti,m	tr,ides,et,im
stadion,a	stad,iona
brdovit,om	br,d,ovit,om
sponzor,a	s,pon,z,ora
maradonin,e	mar,adon,ine
grub,oj	gr,ub,oj
neosnovan,im	neos,nov,anim
pretrpljen,ih	pre,tr,pl,jenih
odbijen,u	od,bij,enu
minut,u	min,utu
sokratis,a	s,okrat,isa
papastatopulos,a	pap,ast,at,op,ul,osa
jak,a	j,aka
hotel,u	hot,elu
navijač,e	nav,ija,če
vuvuzela,ma	v,uv,uz,el,ama
doboš,ima	dob,oš,ima
harmonika,ma	harm,onik,ama
jak,o	j,ako
navijač,i	nav,ija,či
ultranacionalistički,h	ul,tran,acional,istič,kih
organizator,i	organiz,atori
huligan,a	hul,ig,ana
učesnik,e	uč,es,nike
kamenica,ma	k,amen,ic,ama
sakriven,im	sak,r,iven,im
šaht,ovima	ša,ht,ovima
život,i	živ,oti
svetski,m	sv,et,skim
travnjak,a	t,rav,nj,aka
skup,ovi	sk,up,ovi
predsednički,h	pred,sed,nič,kih
udarac,a	ud,ar,aca
plakat,i	pl,ak,ati
krug,u	k,rugu
protivnički,h	prot,iv,nič,kih
basesku,a	b,ases,kua
miting,a	mit,inga
dečak,a	de,č,aka
element,e	element,e
dinu,a	din,ua
patriču,a	pat,ri,č,ua
disident,a	dis,ident,a
pesnik,a	pes,nika
dinesku,a	d,ines,kua
predsednikov,a	pred,sed,nik,ova
rumunski,h	rum,un,skih
takmac,e	tak,m,ace
nezabeležen,i	nez,abele,ž,eni
ismail,u	is,mail,u
kadare,u	k,ad,are,u
gugl,a	g,ug,la
karikaturist,a	kar,ik,atur,ista
polufinalist,a	pol,uf,inal,ista
finalist,a	final,ista
ansamb,ala	ans,amb,ala
vladin,e	v,lad,ine
marselj,u	mars,el,ju
crtani,h	c,rt,an,ih
filmski,h	film,skih
fokus,om	f,ok,us,om
apelacioni,h	apel,acion,ih
temelj,i	tem,el,ji
otvoren,og	ot,vor,en,og
obnovljen,ih	ob,nov,ljen,ih
društven,e	d,ru,št,vene
kamion,ima	kam,ion,ima
voz,ovi	voz,ovi
stanica,ma	stan,ic,ama
poljoprivredni,h	pol,j,op,riv,red,nih
podsticaj,e	pod,st,ic,aje
sto,love	st,ol,ove
smeštaj,a	s,me,šta,ja
rom,i	r,omi
mađar,i	ma,đ,ari
drugačiji,m	d,ru,ga,č,ij,im
materijal,a	m,ater,ij,ala
romski,m	rom,skim
jukom,-a	j,uk,om,-a
dug,ovima	du,gov,ima
njen,i	n,jeni
dnevni,h	d,nev,nih
meden,i	med,eni
dug,ove	du,g,ove
uobičajen,a	u,ob,ičaj,ena
pozajmica,ma	poz,aj,mic,ama
dug,ovi	du,g,ovi
pouzdan,im	p,ou,zd,anim
kup,u	k,upu
nobelov,u	n,obel,ovu
rajteralm,u	r,aj,ter,al,mu
romed,a	rom,eda
bauman,a	ba,um,ana
francuz,a	fran,cu,za
pjerik,a	p,jer,ika
burže,a	bur,že,a
stefan,a	ste,f,ana
arsenijević,a	ar,sen,ije,vi,ća
komandarev,a	kom,and,are,va
vihor,u	vi,hor,u
bazen,ima	b,azen,ima
hesinki,ju	h,es,ink,iju
plivački,m	pl,iva,č,kim
svetlin,a	s,vet,l,ina
rusev,a	r,use,va
stokholm,u	s,tok,hol,mu
nezamenljiv,om	nez,amen,ljiv,om
peterburg,om	peter,burg,om
dablin,om	d,abl,inom
pariz,om	par,iz,om
veles,a	v,elesa
luksemburg,om	l,uks,emburg,om
rumuski,h	rum,us,kih
lej,a	le,ja
skup,a	sk,upa
sokol,a	s,ok,ola
oljdaši,ja	o,lj,da,š,ija
incident,om	inc,ident,om
vasil,a	v,as,ila
kodeks,a	k,ode,ks,a
pošten,e	po,š,tene
redosled,a	red,os,leda
kompatibilnost,i	kom,pat,ibil,nosti
zakonski,h	zak,ons,kih
kriv,im	k,riv,im
zaštićen,og	za,šti,ćen,og
ramuš,u	ram,uš,u
haradinaj,u	har,adin,aju
astrit,a	ast,rita
bajruš,a	b,aj,ru,ša
dokaz,ima	d,ok,az,ima
ministrov,u	minist,rov,u
haradinaj,a	har,adin,aja
morinin,o	mor,in,ino
lahi,ju	l,ah,iju
brahimaj,u	b,ra,him,aju
stil,a	st,ila
kreator,a	kre,atora
modni,h	mod,nih
trend,u	tr,endu
klijent,e	k,lij,ente
set,a	set,a
trend,ove	tr,end,ove
turist,i	tur,isti
obučen,ih	obu,čen,ih
adi,ja	ad,ija
kromenaker,a	k,rom,en,ak,era
kreator,i	kre,atori
kerol,a	ker,ola
nadahnut,u	nad,ahn,utu
kreator,e	k,reat,ore
brend,ove	br,end,ove
admir,a	ad,mira
karišik,a	k,ari,š,ika
kostim,e	k,ost,ime
plesač,i	ples,a,či
inspirisan,om	ins,pir,isan,om
talent,i	tal,enti
brend,ovi	br,end,ovi
časopis,ima	čas,opis,ima
ormar,ima	orm,ar,ima
kupac,a	kup,aca
komesar,i	kom,es,ari
svež,e	s,ve,že
izazov,ima	iz,az,ovima
održiv,oj	od,rž,iv,oj
zadatak,a	zad,ataka
socijalist,a	s,oc,ijal,ista
demokrat,a	dem,ok,rata
budžetski,h	bud,ž,et,skih
ren,a	r,ena
istaknut,o	ist,ak,n,uto
dačijan,u	da,č,ij,anu
čološ,u	č,olo,šu
multijezičnost,i	mult,ije,zi,čnosti
times,-a	times,-a
prisustvo,m	pris,ust,vom
čest,im	č,estim
motivisan,im	mot,iv,is,anim
mešanje,m	me,šan,jem
primenljiv,e	prim,en,lj,ive
dejton,u	de,j,ton,u
ograničen,a	og,ranič,ena
širok,og	š,iro,kog
bon,u	bon,u
ohr,-u	oh,r,-u
ran,i	rani
jedinstven,ih	jed,inst,ven,ih
registarski,h	regist,ars,kih
pasoš,e	pas,o,še
krug,ovima	k,rug,ovima
nestrpljiv,i	n,estr,pl,j,ivi
skup,lja	sku,pl,ja
predviđen,og	pred,vi,đen,og
različit,o	raz,lič,ito
građanski,h	gra,đ,anskih
kontinuiran,i	kont,inu,irani
istok,u	ist,oku
znak,e	zn,ake
progon,om	pro,g,onom
režim,i	re,ž,imi
martovski,h	mart,ov,skih
tretman,a	tre,t,mana
benedikt,a	b,ened,ik,ta
benedikt,u	b,ened,ikt,u
benedikt,om	b,ened,ikt,om
evroatlantski,m	ev,ro,atl,ants,kim
otvoren,im	ot,vor,en,im
moratinos,om	mor,atin,os,om
trajan,om	tra,jan,om
basesku,om	b,ases,ku,om
emil,om	em,il,om
bok,om	b,ok,om
josipović,em	j,os,ip,ović,em
protokol,om	pro,tok,olom
potpisan,im	pot,pis,anim
suverenitet,u	su,ver,en,itet,u
punkt,u	punkt,u
ministarstvo,m	minist,ar,stvom
blag,o	bl,ago
obazriv,e	ob,az,rive
protokol,a	pro,tok,ola
euleks,-u	e,ule,ks,-u
suveren,a	su,ver,ena
izazvan,e	iz,az,v,ane
razarajući,h	raz,ar,aju,ć,ih
oštećen,ih	o,šte,ćen,ih
obučen,og	obu,čen,og
generalštab,a	general,št,aba
opremljen,ih	op,re,ml,jenih
specijalizovan,ih	spec,ijal,iz,ovan,ih
nasip,a	nas,ipa
rečni,h	re,čnih
privremen,ih	pr,ivre,men,ih
železnički,h	ž,ele,z,nič,kih
oluja,ma	ol,uj,ama
zdravstven,oj	zd,rav,st,ven,oj
zdravstven,a	zd,rav,st,vena
dom,ova	dom,ova
gubitak,a	g,ubit,aka
hepatitis,a	he,pat,it,isa
jak,i	j,aki
ekološki,m	ek,olo,š,kim
faktor,ima	f,aktor,ima
kanal,u	kan,alu
samoubistvo,m	sam,oub,ist,vom
roditelj,a	rod,itel,ja
nasilnik,a	n,asil,nika
privremen,om	pr,ivre,men,om
celost,i	cel,osti
fragment,i	fragment,i
naj,star,ijim	naj,st,ari,jim
sin,om	sin,om
razvod,a	raz,v,oda
rizik,u	riz,iku
propust,e	prop,uste
sam,oj	sam,oj
događaj,em	d,oga,đ,ajem
zločinac,a	z,lo,čin,aca
mizogin,om	m,iz,og,inom
komentator,i	kom,ent,atori
portal,ima	portal,ima
muž,evima	mu,žev,ima
ljubavnik,e	lj,ub,avn,ike
sindrom,a	s,ind,roma
zatvor,u	zat,vor,u
nasilnik,u	n,asil,niku
faktor,i	f,akt,ori
alkohol,a	alk,oh,ola
tim,ovi	tim,ovi
dogovor,e	dog,ov,ore
rođen,ih	ro,đen,ih
unutarpolitički,h	unut,arp,ol,iti,čkih
vozački,m	vo,za,č,kim
dozvola,ma	do,z,vol,ama
privremen,e	priv,rem,ene
grb,om	gr,b,om
dogovor,i	dog,ov,ori
postignut,i	post,ign,uti
odobravanje,m	odob,rav,an,jem
enklava,ma	en,kl,av,ama
pitanje,m	p,itan,jem
unapređivanje,m	un,ap,re,đ,ivan,jem
laden,a	l,adena
operativac,a	oper,ativ,aca
sofisticiranost,i	so,f,istic,iran,osti
istaknut,ih	ist,ak,nut,ih
pojačan,a	po,ja,č,ana
rang,a	r,anga
agent,i	ag,enti
zapadni,h	z,ap,ad,nih
udar,e	ud,are
gasovod,e	gas,ov,ode
naftovod,e	na,ft,ov,ode
tanker,e	t,ank,ere
gliser,a	gl,is,era
napunjen,ih	nap,un,jenih
eksploziv,om	eks,pl,oz,iv,om
diversifikovan,ija	div,ers,ifik,ovan,ija
pljačkanje,m	pl,ja,č,kan,jem
puškomitraljez,e	pu,š,kom,it,ral,je,ze
tunis,u	t,un,isu
antivladini,h	ant,iv,lad,ini,h
irački,h	ira,čkih
dogovor,ima	dog,ov,or,ima
postignut,im	post,ign,utim
koalicioni,h	ko,al,icion,ih
istok,a	ist,oka
kontinuiran,im	kont,inu,ir,anim
sopstven,im	s,op,st,ven,im
nesporazum,i	nes,por,az,umi
septembarski,h	sept,emb,ars,kih
student,ima	student,ima
pojava,ma	po,jav,ama
blagoslov,ima	bl,ag,oslov,ima
grub,i	gr,ubi
um,u	umu
pristojnost,i	pr,istoj,nosti
sfor,-a	sf,or,-a
platni,h	plat,nih
debitni,h	de,bit,nih
bankomat,a	bank,om,ata
statistički,m	stat,istič,kim
opticaj,u	optic,aju
delatnost,ima	del,at,nost,ima
gigant,i	g,ig,anti
tržište,m	tr,ži,št,em
transakcija,ma	trans,ak,c,ijama
dažbina,ma	da,ž,bin,ama
blagajnik,a	bl,ag,aj,nika
džep,u	d,ž,ep,u
račun,e	rač,une
kloniranje,m	kl,on,iran,jem
sopstven,oj	s,op,st,ven,oj
bojkot,om	boj,kot,om
prihvatljiv,a	pri,h,vat,lj,iva
pregovarač,ima	pre,gov,ara,č,ima
veteran,e	v,eter,ane
aliju,a	a,lij,ua
intervju,om	inter,v,ju,om
sdsm,-a	s,ds,m,-a
termin,om	termin,om
pridev,om	pr,ide,vom
sekularist,a	sek,ular,ista
skriven,u	sk,r,iven,u
član,u	č,lan,u
glas,ovi	glas,ovi
nepokolebljiv,i	ne,pok,ole,bl,j,ivi
jak,u	j,aku
prošlogodišnji,m	pro,š,log,odi,šnj,im
islamski,h	is,lam,skih
islamist,i	is,lam,isti
