mogul,u	mogu,lu
mašina,ma	mašinama
potreba,ma	potrebama
pionirski,h	pioni,rskih
univerzitet,u	univerzitetu
računar,a	računara
automat,u	automa,tu
naj,rashlađen,ija	najra,sh,la,đe,nija
preduslov,i	predu,slovi
prav,ih	pravih
Samsung,a	Samsu,nga
frižider,e	friži,dere
korisnik,u	korisniku
telefon,a	telefona
frižider,u	frižideru
telefon,e	telefone
termostat,a	termo,stata
ranjiv,a	ranji,va
upad,a	upada
inženjering,om	inženje,rin,gom
manipulacija,ma	manipula,cijama
poverljiv,im	pover,ljivim
mejl,ovima	me,j,lovima
poraz,u	po,razu
proizvođač,u	proizvođa,ču
Gugl,u	Gu,glu
uređaj,ima	uređajima
dom,u	domu
Oregon,u	Ore,gonu
kamera,ma	kamerama
televizor,om	televi,zorom
nemarnost,i	nema,rnosti
senzor,e	sen,zore
pejsmejker,om	pej,sme,jke,rom
haker,i	ha,keri
haker,a	ha,kera
omiljen,ih	omiljenih
skup,ovima	skupovima
hakovanje,m	h,ako,vanjem
motor,a	motora
sudar,a	sudara
ishod,om	ishodom
semafor,a	sema,fora
visokoobučen,e	visoko,obu,čene
osetljiv,ih	osetljivih
autopilot,a	auto,pilo,ta
silos,a	silo,sa
način,a	načina
provajder,i	provaj,deri
oblak,u	oblaku
obnažen,i	obna,ženi
selfi,ji	se,l,fiji
korisnost,i	korisnosti
štetnost,i	štet,nosti
opravdanost,i	opravdanosti
osetljiv,om	oset,ljivom
isplativost,i	isplati,vosti
malen,a	malena
tehnološki,m	tehnološkim
koncept,om	konceptom
čest,ih	čestih
teret,a	tereta
Kosovar,a	Kosova,ra
spisk,a	spiska
nestrukturiran,a	ne,strukturi,rana
proizvodni,h	proizvodnih
izgubljen,ih	izgubljenih
ishod,e	ishode
lak,šu	lak,šu
Jakup,a	Ja,kupa
preuranjen,o	preu,ranje,no
preporučljiv,o	preporučljivo
lider,om	li,derom
Mehmet,om	Meh,me,tom
Ali,jem	A,lijem
Talat,om	Ta,la,tom
poseta,ma	pose,tama
frustrirajući,m	frustri,raju,ćim
zastoj,em	zasto,jem
kontakt,e	kontakte
kontakt,i	kontakti
nivo,ima	nivoima
izražen,ih	izra,ženih
slab,o	slabo
plan,om	planom
kiparski,m	kipar,skim
rešenje,m	rešenjem
osobenost,ima	osobe,nostima
nerešiv,om	nere,ši,vom
kršenje,m	kr,šenjem
Ilir,a	Ili,ra
Dugoli,ja	Dugo,lija
Oto,a	Oto,a
fudbal,a	fudbala
Rehagelov,a	Re,ha,ge,lova
rezultat,om	rezultatom
tim,om	timom
Rehagel,a	Re,ha,gela
Sporting,a	Spo,rti,nga
naj,istaknut,iji	najistaknuti,ji
trideseti,m	tri,desetim
stadion,a	stadiona
brdovit,om	br,dovi,tom
sponzor,a	sponzora
Maradonin,e	Mara,do,nine
grub,oj	gru,boj
neosnovan,im	neosno,vanim
pretrpljen,ih	pretr,pljenih
odbijen,u	odbije,nu
minut,u	minutu
Sokratis,a	So,krati,sa
Papastatopulos,a	Papa,sta,to,pu,lo,sa
jak,a	jaka
hotel,u	hotelu
navijač,e	navijače
vuvuzela,ma	vu,vu,ze,lama
doboš,ima	do,bo,šima
harmonika,ma	harmonika,ma
jak,o	jako
navijač,i	navijači
ultranacionalistički,h	ultra,na,ciona,lističkih
organizator,i	organizatori
huligan,a	hu,li,gana
učesnik,e	učesnike
kamenica,ma	kame,nicama
sakriven,im	sakri,venim
šaht,ovima	šah,tovima
život,i	životi
svetski,m	svetskim
travnjak,a	travnjaka
skup,ovi	skupovi
predsednički,h	predsed,ničkih
udarac,a	udaraca
plakat,i	plakati
krug,u	krugu
protivnički,h	protiv,ničkih
Basesku,a	Ba,se,sku,a
miting,a	mi,tinga
dečak,a	dečaka
element,e	elemente
Dinu,a	Di,nu,a
Patriču,a	Patri,ču,a
disident,a	di,side,nta
pesnik,a	pesnika
Dinesku,a	Di,ne,sku,a
predsednikov,a	predsed,ni,kova
rumunski,h	rumu,nskih
takmac,e	tak,ma,ce
nezabeležen,i	neza,bele,ženi
Ismail,u	Is,mai,lu
Kadare,u	Kada,reu
Gugl,a	Gu,gla
karikaturist,a	karika,turi,sta
polufinalist,a	polufina,lista
finalist,a	fina,lista
ansamb,ala	ansam,bala
vladin,e	vladine
Marselj,u	Mar,se,lju
crtani,h	crta,nih
filmski,h	filmskih
fokus,om	fokusom
apelacioni,h	apela,cionih
temelj,i	temelji
otvoren,og	otvorenog
obnovljen,ih	obno,vljenih
društven,e	društvene
kamion,ima	kamio,nima
voz,ovi	vo,zovi
stanica,ma	stanicama
poljoprivredni,h	poljoprivrednih
podsticaj,e	podsticaje
sto,love	sto,love
smeštaj,a	smeštaja
Rom,i	Romi
Mađar,i	Mađa,ri
drugačiji,m	drugačijim
materijal,a	materijala
romski,m	ro,mskim
JUKOM,-a	JU,KOM,-,a
dug,ovima	dugo,vima
njen,i	njeni
dnevni,h	dnevnih
meden,i	me,deni
dug,ove	dugove
uobičajen,a	uobičajena
pozajmica,ma	pozaj,mi,cama
dug,ovi	dugo,vi
pouzdan,im	pouzda,nim
kup,u	kupu
Nobelov,u	Nobe,lovu
Rajteralm,u	Ra,jte,ral,mu
Romed,a	Ro,meda
Bauman,a	Bau,mana
Francuz,a	Francuza
Pjerik,a	Pje,rika
Burže,a	Bur,že,a
Stefan,a	Stefana
Arsenijević,a	Arse,nije,vića
Komandarev,a	Koma,nda,reva
vihor,u	vi,ho,ru
bazen,ima	baze,nima
Hesinki,ju	He,sin,kiju
plivački,m	pli,vačkim
Svetlin,a	Svet,lina
Rusev,a	Ru,seva
Stokholm,u	Sto,k,hol,mu
nezamenljiv,om	neza,men,ljivom
Peterburg,om	Peter,bur,gom
Dablin,om	Da,bli,nom
Pariz,om	Pari,zom
Veles,a	Vele,sa
Luksemburg,om	Luksem,bur,gom
rumuski,h	rumu,skih
lej,a	le,ja
skup,a	skupa
Sokol,a	So,kola
Oljdaši,ja	O,ljda,šija
incident,om	inciden,tom
Vasil,a	Va,sila
Kodeks,a	Kodeksa
pošten,e	po,štene
redosled,a	redosle,da
kompatibilnost,i	kompati,bilnosti
zakonski,h	zakonskih
kriv,im	krivim
zaštićen,og	zaštićenog
Ramuš,u	Ra,mu,šu
Haradinaj,u	Hara,dina,ju
Astrit,a	A,stri,ta
Bajruš,a	Baj,ru,ša
dokaz,ima	dokazima
ministrov,u	mini,stro,vu
Haradinaj,a	Hara,dina,ja
Morinin,o	Mo,rini,no
Lahi,ju	La,hiju
Brahimaj,u	Bra,hima,ju
stil,a	stila
kreator,a	krea,tora
modni,h	modnih
trend,u	trendu
klijent,e	klijente
set,a	seta
trend,ove	trendove
turist,i	turisti
obučen,ih	obu,čenih
Adi,ja	A,dija
Kromenaker,a	Kro,mena,kera
kreator,i	krea,tori
Kerol,a	Ke,rola
nadahnut,u	nadahnu,tu
kreator,e	krea,tore
brend,ove	bren,dove
Admir,a	Ad,mira
Karišik,a	Kari,ši,ka
kostim,e	kosti,me
plesač,i	plesa,či
inspirisan,om	inspi,risa,nom
talent,i	talenti
brend,ovi	bren,dovi
časopis,ima	časopisima
ormar,ima	orma,rima
kupac,a	kupaca
komesar,i	kome,sari
svež,e	sveže
izazov,ima	izazovima
održiv,oj	održi,voj
zadatak,a	zadataka
socijalist,a	socijalista
demokrat,a	demokra,ta
budžetski,h	budžetskih
Ren,a	Rena
istaknut,o	istaknuto
Dačijan,u	Da,čija,nu
Čološ,u	Čo,loš,u
multijezičnost,i	multi,jezi,čnosti
Times,-a	Times,-,a
prisustvo,m	prisustvom
čest,im	čestim
motivisan,im	motivi,sanim
mešanje,m	meša,njem
primenljiv,e	primen,ljive
Dejton,u	Dej,tonu
ograničen,a	ograničena
širok,og	širokog
Bon,u	Bo,nu
OHR,-u	O,HR,-,u
ran,i	rani
jedinstven,ih	jedinstvenih
registarski,h	registar,skih
pasoš,e	paso,še
krug,ovima	krugovima
nestrpljiv,i	nestrp,ljivi
skup,lja	skuplja
predviđen,og	predviđenog
različit,o	različito
građanski,h	građanskih
kontinuiran,i	kontinuirani
istok,u	istoku
znak,e	znake
progon,om	progo,nom
režim,i	reži,mi
martovski,h	mar,tov,skih
tretman,a	tretmana
Benedikt,a	Benedi,kta
Benedikt,u	Benedi,ktu
Benedikt,om	Benedi,k,tom
evroatlantski,m	evro,atla,ntskim
otvoren,im	otvorenim
Moratinos,om	Mo,rati,nosom
Trajan,om	Tra,janom
Basesku,om	Ba,se,sku,om
Emil,om	Emi,lom
Bok,om	Bo,kom
Josipović,em	Josi,povi,ćem
protokol,om	protoko,lom
potpisan,im	potpisa,nim
suverenitet,u	suvereni,tetu
punkt,u	pun,ktu
ministarstvo,m	ministar,stvom
blag,o	blago
obazriv,e	oba,zri,ve
protokol,a	protokola
EULEKS,-u	EU,LEKS,-,u
suveren,a	suve,rena
izazvan,e	izazvane
razarajući,h	raza,rajućih
oštećen,ih	oštećenih
obučen,og	obu,čenog
generalštab,a	general,šta,ba
opremljen,ih	opremlje,nih
specijalizovan,ih	specijalizovanih
nasip,a	nasipa
rečni,h	re,čnih
privremen,ih	privremenih
železnički,h	železni,čkih
oluja,ma	olu,jama
zdravstven,oj	zdravstvenoj
zdravstven,a	zdravstvena
dom,ova	domova
gubitak,a	gubitaka
hepatitis,a	hepatitisa
jak,i	jaki
ekološki,m	ekološkim
faktor,ima	faktorima
kanal,u	kanalu
samoubistvo,m	samoubi,stvom
roditelj,a	roditelja
nasilnik,a	nasi,lnika
privremen,om	privremenom
celost,i	celosti
fragment,i	fragmenti
naj,star,ijim	najstariji,m
sin,om	sinom
razvod,a	razvoda
rizik,u	riziku
propust,e	propuste
sam,oj	samoj
događaj,em	događa,jem
zločinac,a	zloči,naca
mizogin,om	mi,zo,gi,nom
komentator,i	komenta,tori
portal,ima	portalima
muž,evima	muže,vima
ljubavnik,e	ljubavni,ke
sindrom,a	sindroma
zatvor,u	zatvoru
nasilnik,u	nasi,lniku
faktor,i	faktori
alkohol,a	alkohola
tim,ovi	timovi
dogovor,e	dogovore
rođen,ih	rođenih
unutarpolitički,h	unutar,političkih
vozački,m	voza,čkim
dozvola,ma	dozvo,lama
privremen,e	privremene
grb,om	gr,bom
dogovor,i	dogovori
postignut,i	postignuti
odobravanje,m	odobra,vanjem
enklava,ma	en,kla,vama
pitanje,m	pitanjem
unapređivanje,m	unapre,đivanjem
Laden,a	La,dena
operativac,a	operati,vaca
sofisticiranost,i	sofistici,ranosti
istaknut,ih	istaknutih
pojačan,a	pojačana
rang,a	ranga
agent,i	agenti
zapadni,h	zapadnih
udar,e	udare
gasovod,e	gaso,vode
naftovod,e	naf,tovo,de
tanker,e	tanke,re
gliser,a	gli,sera
napunjen,ih	napu,njenih
eksploziv,om	eksplozi,vom
diversifikovan,ija	diversi,fikova,nija
pljačkanje,m	pljačka,njem
puškomitraljez,e	pu,ško,mi,tra,lje,ze
Tunis,u	Tu,nisu
antivladini,h	an,tiv,la,di,nih
irački,h	ira,čkih
dogovor,ima	dogovo,rima
postignut,im	postignu,tim
koalicioni,h	koali,cionih
istok,a	istoka
kontinuiran,im	kontinui,ranim
sopstven,im	sopstvenim
nesporazum,i	nesporazu,mi
septembarski,h	septembar,skih
student,ima	studentima
pojava,ma	pojavama
blagoslov,ima	blagoslo,vima
grub,i	grubi
um,u	umu
pristojnost,i	pristoj,nosti
SFOR,-a	S,FOR,-,a
platni,h	platnih
debitni,h	debi,tnih
bankomat,a	banko,mata
statistički,m	statističkim
opticaj,u	op,tica,ju
delatnost,ima	delatnostima
gigant,i	giga,nti
tržište,m	tržištem
transakcija,ma	transakcijama
dažbina,ma	da,žbi,nama
blagajnik,a	blagaj,nika
džep,u	džepu
račun,e	račune
kloniranje,m	klo,nira,njem
sopstven,oj	sopstvenoj
bojkot,om	bojko,tom
prihvatljiv,a	prihvatljiva
pregovarač,ima	pregovara,čima
veteran,e	vete,rane
Aliju,a	Ali,ju,a
intervju,om	intervju,om
SDSM,-a	SDS,M,-,a
termin,om	termi,nom
pridev,om	pride,vom
sekularist,a	seku,lari,sta
skriven,u	skri,venu
član,u	članu
glas,ovi	glasovi
nepokolebljiv,i	nepo,kole,b,ljivi
jak,u	jaku
prošlogodišnji,m	prošlo,godišnjim
islamski,h	isla,mskih
islamist,i	islami,sti
planiran,u	planira,nu
AKP,-a	A,KP,-,a
restoran,ima	restoranima
bar,ovima	ba,rovima
klub,ova	klubova
Hurijet,u	Hu,rije,tu
mandat,u	mandatu
inspirisan,e	inspi,risane
zainteresovan,ija	zainteresova,nija
tinejdžer,e	tinejdže,re
Kuran,a	Ku,rana
Milijet,a	Mi,lije,ta
Miloševićev,e	Miloševi,ćeve
ubijen,om	ubije,nom
Zoran,u	Zo,ranu
Đinđić,u	Đinđi,ću
velikan,a	velikana
komandant,u	koman,dan,tu
Milorad,u	Milo,radu
Ulemek,u	U,leme,ku
klan,a	kla,na
Đinđićev,oj	Đinđi,ćevoj
istražitelj,i	istraži,telji
Miloševićev,im	Miloševi,ćevim
napad,ima	napadima
Dejan,a	Dejana
Milenković,a	Milen,kovića
žrtven,og	žrtve,nog
Đinđićev,i	Đinđi,ćevi
Popović,a	Popovića
Đinđić,em	Đinđi,ćem
Dušan,a	Dušana
Mihajlović,a	Mihaj,lovića
finansijer,a	finansije,ra
organizator,a	organizatora
Visbaden,a	Vis,ba,dena
zahtev,u	zahtevu
advokat,i	advokati
operater,e	opera,tere
IN,-u	IN,-,u
operater,i	opera,teri
zemljište,m	zemljištem
hektar,a	hektara
biro,a	bi,roa
ažuriran,e	ažuri,rane
maslinov,og	maslinovog
seme,na	semena
paradajz,a	paradajza
materijal,i	materijali
grip,a	gripa
srčan,og	srčanog
odliv,a	odli,va
slep,e	sle,pe
poremećen,im	poreme,ćenim
vid,om	vidom
Brajov,oj	Braj,ovoj
Aviv,u	Avi,vu
Mirko,m	Mir,kom
Cvetković,em	Cve,tko,vićem
stran,a	strana
Fatmir,a	Fa,t,mira
Sejdiu,a	Sej,di,ua
Ahmet,om	Ah,me,tom
Davutoglu,om	Da,vu,tog,lu,om
Saud,om	Sau,dom
Fajsal,om	Fa,j,sa,lom
akreditiv,e	akredi,tive
Valdet,a	Val,deta
Sadiku,a	Sa,di,ku,a
Danilo,m	Dani,lom
Turk,om	Tur,kom
region,ima	regionima
raj,a	raja
UNODC,-a	U,NO,DC,-,a
UNODC,-u	U,NO,DC,-,u
kriminal,u	krimina,lu
biznis,a	biznisa
miroljubiv,a	miro,ljubi,va
Strazbur,u	Stra,zbu,ru
prošlogodišnji,h	prošlo,godišnjih
saglasnost,i	saglasnosti
odgovor,e	odgovore
angažman,a	angažmana
Ahtisarijev,im	Ah,tisa,rije,vim
nadziran,e	nad,zirane
angažovanost,i	angažo,va,nosti
stvar,ima	stvarima
mešovit,om	mešo,vi,tom
porast,a	porasta
zapaljiv,ih	zapa,ljivih
Hrvat,i	Hrvati
slab,im	slabim
tročlan,im	tro,čla,nim
predsedništvo,m	predsed,ni,štvom
Bajden,om	Baj,denom
nacrt,u	nacrtu
neprihvatljiv,a	neprihvatljiva
protektorat,om	protek,tora,tom
Božić,a	Božića
mamut,a	mamu,ta
pilot,i	pilo,ti
virus,a	virusa
pacijent,e	pacijente
vezan,o	vezano
naj,star,ijih	najstarijih
forenzički,h	forenzi,čkih
razred,a	razreda
talent,e	talente
projekt,om	projektom
transatlantski,m	transa,tla,ntskim
ambasador,i	ambasa,dori
uspostavljanje,m	uspostavlja,njem
štab,a	štaba
isključiv,o	isključivo
Ešdaunov,im	E,š,da,u,novim
transatlantski,h	transa,tla,ntskih
nedovršen,o	nedo,vršeno
mnogi,ma	mnogima
kraj,em	krajem
orijentisan,a	orijenti,sana
kamen,a	kamena
šumski,h	šumskih
pomorski,m	pomo,rskim
efekat,a	efekata
dug,e	duge
uračunat,i	uračuna,ti
smanjenje,m	smanjenjem
spor,iji	sporiji
severoistok,u	severoisto,ku
najavljen,om	naja,vljenom
energetski,m	energetskim
gigant,om	gi,gan,tom
neupotrebljiv,a	neupotre,bljiva
jedinstven,i	jedinstveni
abraziv,i	abra,zivi
voden,og	vodenog
rastvor,a	rastvora
seizmološki,h	seiz,mo,loških
sloj,eva	slojeva
eksperiment,i	eksperimenti
imejl,u	ime,j,lu
bugarski,m	bugar,skim
bilion,a	bili,ona
kubni,h	ku,bnih
rezerva,ma	rezerva,ma
levičar,i	levi,čari
odred,a	odreda
prednji,m	prednjim
prozor,ima	prozorima
krov,u	krovu
Vulgarakis,a	Vu,l,gara,ki,sa
oficir,a	oficira
naj,čuvan,ijih	naj,ču,va,nijih
ulaz,a	ulaza
toalet,ima	toale,tima
prozor,a	prozora
zgrada,ma	zgradama
ulaz,ima	ulazi,ma
izlaz,ima	izlazi,ma
prestiž,a	presti,ža
vod,ovi	vo,dovi
general,e	genera,le
Radovanović,a	Radova,novića
oružan,ih	oružanih
vod,a	voda
barjaktar,i	bar,ja,kta,ri
počast,i	počasti
general,ima	genera,lima
podoficir,a	podo,ficira
entitetski,h	entitet,skih
rame,nu	ramenu
Sulejman,a	Sulej,mana
Tihić,a	Ti,hi,ća
major,u	maj,o,ru
Krajšumović,u	Kraj,šu,movi,ću
sastav,a	sastava
Mihaj,a	Miha,ja
Tanasesku,a	Tana,se,sku,a
strukturni,h	strukturnih
Titov,a	Ti,tova
Josip,a	Josipa
Broz,a	Bro,za
neupotrebljen,a	neupotre,bljena
dug,i	dugi
Vinston,a	Vin,stona
Čerčil,a	Čer,čila
Gadafi,ja	Ga,da,fija
Abdel,a	A,bde,la
Naser,a	Na,sera
Džavaharlal,a	D,žava,har,la,la
Nehru,a	Ne,hru,a
holivudski,h	holivu,dskih
Ričard,a	Ričar,da
Barton,a	Bar,tona
star,o	staro
stručnjak,a	stručnjaka
Papanikolau,a	Pa,pani,kola,ua
ambijent,u	ambijentu
brod,a	broda
tabloid,i	tablo,idi
laž,i	laži
Josip,om	Josi,pom
Broz,om	Bro,zom
Tito,m	Ti,tom
penzioner,a	penzionera
domet,e	dome,te
televizija,ma	televi,zijama
kvaziuniverzitet,a	kvazi,u,niverzi,teta
talentovan,i	talento,vani
plagijat,ima	pla,gija,tima
predatorski,m	preda,torskim
nepošten,im	nepo,štenim
evaluacija,ma	evalua,cijama
nezameranje,m	neza,mera,njem
đak,e	đa,ke
funkcija,ma	funkcijama
fakultet,i	fakul,teti
institut,i	institu,ti
muftijin,o	mu,fti,ji,no
moj,e	moje
šamar,e	ša,ma,re
izgovor,i	izgovori
vladar,u	vlada,ru
rektor,u	re,k,toru
profesor,u	profesoru
Vračar,u	Vra,čaru
diletant,ima	di,leta,ntima
univerzitetski,m	univerzitet,skim
čestitost,i	česti,tosti
francuski,h	francuskih
đak,a	đaka
čvrst,ih	čvrstih
gospodstven,og	gospo,d,stvenog
Slovenac,a	Slovenaca
