jeremić,a	jere,mi,ća
ustaljen,o	u,stal,jeno
kvalitet,a	kvaliteta
moždan,e	mož,dane
pospan,i	po,sp,ani
talas,a	talasa
dubok,i	dubo,ki
dubok,og	dubo,kog
pokret,ima	pokre,tima
povećan,u	poveć,anu
okean,u	oke,anu
svet,ove	svet,ove
čas,u	ča,su
staž,a	sta,ža
dušek,a	du,še,ka
zebald,a	ze,bal,da
saturnov,i	sa,tur,novi
prsten,ovi	prsten,ovi
zebald,u	ze,bal,du
besmislen,ih	be,smisl,enih
vlastit,e	vla,stite
putokaz,i	pu,to,ka,zi
valer,i	val,eri
monoton,e	mono,tone
knjiga,ma	knji,gama
svaki,m	sva,kim
nepromenjen,og	nepromen,jenog
intenzitet,a	intenziteta
trend,ova	tren,dova
verzija,ma	verzi,jama
vulkan,om	vul,kan,om
malkolm,a	m,alko,l,ma
lauri,ja	lau,rija
zenov,u	z,en,ovu
ital,a	i,tala
zvev,a	z,ve,va
grob,ovima	grob,ovima
ernest,a	er,ne,sta
sabat,a	sa,ba,ta
bulgakov,a	bul,ga,kova
odsjaj,i	od,sja,ji
dugogodišnji,h	dugo,godišnjih
autor,a	autora
proživljen,og	pro,živ,ljenog
otpor,a	otpora
svest,i	svesti
vlastit,og	vlasti,tog
grad,ovi	gradovi
čas,ove	čas,ove
zemaljski,h	zemal,jskih
star,im	sta,rim
trst,om	tr,stom
zen,a	z,ena
kozim,a	ko,zima
neuverljiv,a	neu,ver,ljiva
original,a	origin,ala
leopold,a	le,o,pol,da
blum,a	blu,ma
bled,u	ble,du
džojsov,og	džo,js,ovog
život,ima	živo,tima
detalj,u	detal,ju
jarbol,a	jar,bola
brodolom,a	bro,do,loma
prostor,i	prost,ori
pouzdan,a	pouz,dana
razvučenost,i	raz,vu,čen,osti
koncept,a	koncepta
pisaći,m	pisa,ćim
papirnat,ih	papi,r,na,tih
jalov,om	jal,ovom
ključ,a	klju,ča
bezdan,u	be,zd,anu
avet,i	ave,ti
univerzum,a	univer,zu,ma
model,i	modeli
čitaočev,og	čita,oče,vog
orijentir,i	orijen,tiri
zamišljen,og	zamiš,ljenog
nojev,a	no,jeva
unos,a	unosa
čovekolik,i	čove,koli,ki
elektroencefalogram,a	elektro,en,ce,fal,ogra,ma
uređaj,i	uređaji
niz,a	niza
određen,oj	određenoj
komfor,a	kom,fora
mit,-a	mi,t,-,a
mašina,ma	maš,inama
potreba,ma	potrebama
pionirski,h	pi,oni,r,skih
univerzitet,u	univerzi,tetu
računar,a	računara
automat,u	auto,ma,tu
naj,rashlađen,ija	naj,ras,hla,đen,ija
preduslov,i	predu,slovi
prav,ih	pra,vih
samsung,a	sa,m,sun,ga
frižider,e	fri,ži,dere
korisnik,u	korisniku
telefon,a	telefona
frižider,u	fri,ži,de,ru
telefon,e	telefo,ne
termostat,a	termo,sta,ta
ranjiv,a	ra,nji,va
upad,a	u,pada
inženjering,om	inženjer,in,gom
manipulacija,ma	manipu,la,cijama
poverljiv,im	pover,ljivim
mejl,ovima	mej,l,ovima
poraz,u	po,raz,u
proizvođač,u	proizvođa,ču
gugl,u	gu,glu
uređaj,ima	uređa,jima
dom,u	domu
oregon,u	o,re,go,nu
kamera,ma	ka,merama
televizor,om	televi,zorom
nemarnost,i	ne,mar,nosti
senzor,e	sen,z,ore
pejsmejker,om	pej,sme,j,ke,rom
haker,i	h,ak,eri
haker,a	h,ak,era
omiljen,ih	omil,jenih
skup,ovima	sku,povima
hakovanje,m	ha,kovan,jem
motor,a	motora
sudar,a	su,dara
ishod,om	ishod,om
semafor,a	se,ma,fora
visokoobučen,e	visoko,obučen,e
osetljiv,ih	osetlji,vih
autopilot,a	auto,pilo,ta
silos,a	sil,osa
način,a	načina
provajder,i	prova,j,de,ri
oblak,u	obla,ku
obnažen,i	ob,na,ženi
selfi,ji	sel,fi,ji
korisnost,i	kori,snosti
štetnost,i	šte,tnosti
opravdanost,i	opravdan,osti
osetljiv,om	osetlji,vom
isplativost,i	ispla,ti,vosti
malen,a	mal,ena
tehnološki,m	tehno,loškim
koncept,om	koncep,tom
čest,ih	če,stih
teret,a	tere,ta
kosovar,a	kos,ova,ra
spisk,a	spi,ska
nestrukturiran,a	ne,strukturi,rana
proizvodni,h	proizvodnih
izgubljen,ih	izgub,ljenih
ishod,e	ishod,e
lak,šu	lak,šu
jakup,a	ja,kupa
preuranjen,o	pre,ura,njeno
preporučljiv,o	preporu,č,ljivo
lider,om	lide,rom
mehmet,om	meh,me,tom
ali,jem	ali,jem
talat,om	t,ala,tom
poseta,ma	pose,tama
frustrirajući,m	fru,stri,ra,jućim
zastoj,em	za,sto,jem
kontakt,e	kontak,te
kontakt,i	kontak,ti
nivo,ima	nivoima
izražen,ih	izra,ženih
slab,o	slabo
plan,om	planom
kiparski,m	ki,par,skim
rešenje,m	rešenjem
osobenost,ima	osob,eno,stima
nerešiv,om	nere,ši,vom
kršenje,m	kr,šenjem
ilir,a	i,li,ra
dugoli,ja	du,go,lija
oto,a	o,to,a
fudbal,a	fudbala
rehagelov,a	re,ha,ge,lova
rezultat,om	rezultatom
tim,om	ti,mom
rehagel,a	re,ha,gela
sporting,a	sport,inga
naj,istaknut,iji	naj,istaknu,tiji
trideseti,m	tri,dese,tim
stadion,a	stadi,ona
brdovit,om	br,dovi,tom
sponzor,a	spon,zora
maradonin,e	ma,rado,nine
grub,oj	gru,boj
neosnovan,im	ne,osnov,anim
pretrpljen,ih	pre,trp,ljenih
odbijen,u	odbi,jenu
minut,u	minutu
sokratis,a	so,kra,tisa
papastatopulos,a	pa,pa,sta,to,pu,lo,sa
jak,a	jaka
hotel,u	hotelu
navijač,e	navi,jače
vuvuzela,ma	vu,v,uze,lama
doboš,ima	dob,o,š,ima
harmonika,ma	harmoni,kama
jak,o	jako
navijač,i	navi,jači
ultranacionalistički,h	ultra,naciona,li,stičkih
organizator,i	organiza,tori
huligan,a	hu,lig,ana
učesnik,e	učesni,ke
kamenica,ma	ka,meni,cama
sakriven,im	sakri,venim
šaht,ovima	ša,ht,ovima
život,i	živo,ti
svetski,m	svet,skim
travnjak,a	tra,v,njaka
skup,ovi	sku,povi
predsednički,h	predsed,ničkih
udarac,a	uda,raca
plakat,i	pla,kati
krug,u	krugu
protivnički,h	protiv,ničkih
basesku,a	ba,se,sku,a
miting,a	mi,tin,ga
dečak,a	dečaka
element,e	elemente
dinu,a	d,inu,a
patriču,a	patri,ču,a
disident,a	di,si,den,ta
pesnik,a	pe,snika
dinesku,a	d,ine,sku,a
predsednikov,a	predsed,ni,kova
rumunski,h	rumun,skih
takmac,e	tak,ma,ce
nezabeležen,i	ne,zabele,ženi
ismail,u	is,ma,ilu
kadare,u	ka,da,re,u
gugl,a	g,ugla
karikaturist,a	kari,ka,turista
polufinalist,a	polu,fina,lista
finalist,a	fina,lista
ansamb,ala	an,sa,mb,ala
vladin,e	vla,dine
marselj,u	mar,se,lju
crtani,h	crt,anih
filmski,h	fil,mskih
fokus,om	foku,som
apelacioni,h	ape,la,cionih
temelj,i	teme,lji
otvoren,og	otvorenog
obnovljen,ih	obnov,ljenih
društven,e	društvene
kamion,ima	kami,onima
voz,ovi	voz,ovi
stanica,ma	stani,cama
poljoprivredni,h	poljoprivrednih
podsticaj,e	podstica,je
sto,love	sto,love
smeštaj,a	smeštaja
rom,i	ro,mi
mađar,i	ma,đ,ari
drugačiji,m	druga,čijim
materijal,a	materijala
romski,m	ro,mskim
jukom,-a	ju,kom,-,a
dug,ovima	du,govima
njen,i	njeni
dnevni,h	dnev,nih
meden,i	me,deni
dug,ove	du,gove
uobičajen,a	uobiča,jena
pozajmica,ma	poza,j,mi,cama
dug,ovi	du,govi
pouzdan,im	pouzdan,im
kup,u	kupu
nobelov,u	n,obel,ovu
rajteralm,u	raj,tera,l,mu
romed,a	ro,meda
bauman,a	bau,mana
francuz,a	francu,za
pjerik,a	p,je,ri,ka
burže,a	bur,že,a
stefan,a	stef,ana
arsenijević,a	ar,seni,jevića
komandarev,a	ko,man,da,re,va
vihor,u	vi,h,oru
bazen,ima	ba,zen,ima
hesinki,ju	he,sin,ki,ju
plivački,m	pli,va,čkim
svetlin,a	svet,lina
rusev,a	ru,se,va
stokholm,u	sto,k,hol,mu
nezamenljiv,om	ne,zamen,ljivom
peterburg,om	pe,ter,bur,gom
dablin,om	da,b,linom
pariz,om	pari,zom
veles,a	v,ele,sa
luksemburg,om	l,uk,se,m,bur,gom
rumuski,h	ru,mu,skih
lej,a	le,ja
skup,a	skupa
sokol,a	s,oko,la
oljdaši,ja	o,lj,da,ši,ja
incident,om	inciden,tom
vasil,a	va,sila
kodeks,a	k,od,ek,sa
pošten,e	pošt,ene
redosled,a	redosle,da
kompatibilnost,i	kompati,bilnosti
zakonski,h	zakonskih
kriv,im	kri,vim
zaštićen,og	zašti,ćenog
ramuš,u	ra,mu,šu
haradinaj,u	ha,rad,ina,ju
astrit,a	a,stri,ta
bajruš,a	baj,ru,ša
dokaz,ima	doka,zima
ministrov,u	mini,str,ovu
haradinaj,a	ha,rad,ina,ja
morinin,o	mor,in,ino
lahi,ju	la,hi,ju
brahimaj,u	bra,hi,maju
stil,a	stila
kreator,a	krea,tora
modni,h	mod,nih
trend,u	tren,du
klijent,e	klijen,te
set,a	seta
trend,ove	tren,dove
turist,i	turi,sti
obučen,ih	obučen,ih
adi,ja	a,dija
kromenaker,a	kro,men,ak,era
kreator,i	krea,tori
kerol,a	ke,ro,la
nadahnut,u	na,da,h,nu,tu
kreator,e	krea,tore
brend,ove	bren,dove
admir,a	ad,mira
karišik,a	ka,ri,ši,ka
kostim,e	ko,sti,me
plesač,i	ple,sa,či
inspirisan,om	inspiri,sanom
talent,i	talen,ti
brend,ovi	bren,dovi
časopis,ima	časo,pisima
ormar,ima	or,ma,rima
kupac,a	kupaca
komesar,i	ko,me,sa,ri
svež,e	sve,že
izazov,ima	izaz,ovima
održiv,oj	održivo,j
zadatak,a	zadataka
socijalist,a	socija,lista
demokrat,a	demokra,ta
budžetski,h	budže,tskih
ren,a	r,ena
istaknut,o	istaknu,to
dačijan,u	da,či,janu
čološ,u	č,ološ,u
multijezičnost,i	multi,jezi,čnosti
times,-a	ti,mes,-,a
prisustvo,m	prisu,stvom
čest,im	če,stim
motivisan,im	motivi,sanim
mešanje,m	meš,anjem
primenljiv,e	primen,ljive
dejton,u	dej,tonu
ograničen,a	ograničena
širok,og	širo,kog
bon,u	bo,nu
ohr,-u	o,hr,-,u
ran,i	rani
jedinstven,ih	jedinstven,ih
registarski,h	regi,star,skih
pasoš,e	paso,še
krug,ovima	kru,govima
nestrpljiv,i	ne,strp,ljivi
skup,lja	skup,lja
predviđen,og	predvi,đenog
različit,o	različito
građanski,h	građan,skih
kontinuiran,i	kontinui,rani
istok,u	istoku
znak,e	zna,ke
progon,om	pro,go,nom
režim,i	reži,mi
martovski,h	ma,rt,ov,skih
tretman,a	tretmana
benedikt,a	b,ene,dik,ta
benedikt,u	b,ene,dik,tu
benedikt,om	b,ene,dik,tom
evroatlantski,m	evro,at,lan,tskim
otvoren,im	otvor,enim
moratinos,om	mora,tin,os,om
trajan,om	tra,jan,om
basesku,om	ba,se,sku,om
emil,om	e,mil,om
bok,om	bo,kom
josipović,em	josi,povi,ćem
protokol,om	protoko,lom
potpisan,im	potpi,sanim
suverenitet,u	suvereni,tetu
punkt,u	pun,k,tu
ministarstvo,m	ministar,stvom
blag,o	blago
obazriv,e	ob,az,ri,ve
protokol,a	protokola
euleks,-u	eu,le,ks,-,u
suveren,a	suve,rena
izazvan,e	izaz,vane
razarajući,h	ra,zara,jućih
oštećen,ih	ošte,ćenih
obučen,og	obučen,og
generalštab,a	gene,ral,štaba
opremljen,ih	oprem,ljenih
specijalizovan,ih	specijaliz,ovanih
nasip,a	nasi,pa
rečni,h	re,čnih
privremen,ih	privremen,ih
železnički,h	želez,ničkih
oluja,ma	o,lu,jama
zdravstven,oj	zdravstven,oj
zdravstven,a	zdravstvena
dom,ova	do,mova
gubitak,a	gubitaka
hepatitis,a	he,pati,tisa
jak,i	ja,ki
ekološki,m	eko,loškim
faktor,ima	faktorima
kanal,u	kanalu
samoubistvo,m	samo,ubi,stvom
roditelj,a	roditelja
nasilnik,a	nasil,nika
privremen,om	pri,vremenom
celost,i	celosti
fragment,i	frag,menti
naj,star,ijim	naj,starij,im
sin,om	sinom
razvod,a	razvo,da
rizik,u	riziku
propust,e	propu,ste
sam,oj	samoj
događaj,em	događa,jem
zločinac,a	zlo,č,ina,ca
mizogin,om	m,izo,g,inom
komentator,i	komenta,tori
portal,ima	por,ta,lima
muž,evima	mu,že,vima
ljubavnik,e	ljubav,nike
sindrom,a	sindroma
zatvor,u	zatvoru
nasilnik,u	nasil,niku
faktor,i	faktori
alkohol,a	alkohola
tim,ovi	tim,ovi
dogovor,e	do,govore
rođen,ih	ro,đenih
unutarpolitički,h	unutar,političkih
vozački,m	voza,čkim
dozvola,ma	dozvo,lama
privremen,e	privre,mene
grb,om	gr,bom
dogovor,i	do,govori
postignut,i	postignu,ti
odobravanje,m	odobra,vanjem
enklava,ma	en,kl,avama
pitanje,m	pit,anjem
unapređivanje,m	unapre,đivanjem
laden,a	la,dena
operativac,a	opera,tiva,ca
sofisticiranost,i	so,fi,stici,ra,nosti
istaknut,ih	istaknu,tih
pojačan,a	pojač,ana
rang,a	ran,ga
agent,i	agen,ti
zapadni,h	zapad,nih
udar,e	uda,re
gasovod,e	gasov,ode
naftovod,e	na,ft,ov,ode
tanker,e	tan,k,ere
gliser,a	gli,sera
napunjen,ih	napu,njenih
eksploziv,om	eksplo,zi,vom
diversifikovan,ija	di,versi,fi,kov,anija
pljačkanje,m	plja,č,kan,jem
puškomitraljez,e	pu,ško,mi,tra,lje,ze
tunis,u	tu,nisu
antivladini,h	an,tiv,la,din,ih
irački,h	i,ra,čkih
dogovor,ima	do,govorima
postignut,im	postignu,tim
koalicioni,h	koali,cionih
istok,a	isto,ka
kontinuiran,im	kontinui,ranim
sopstven,im	sopstvenim
nesporazum,i	ne,sporazu,mi
septembarski,h	septe,mbar,skih
student,ima	studentima
pojava,ma	pojav,ama
blagoslov,ima	bla,gosl,ovima
grub,i	gru,bi
um,u	umu
pristojnost,i	pristo,jnosti
sfor,-a	sf,or,-,a
platni,h	pla,tnih
debitni,h	de,bi,tnih
bankomat,a	ban,koma,ta
statistički,m	stati,stičkim
opticaj,u	opti,caju
delatnost,ima	dela,t,nostima
gigant,i	gi,gan,ti
tržište,m	trži,štem
transakcija,ma	transak,cijama
dažbina,ma	da,žb,inama
blagajnik,a	bla,ga,j,nika
džep,u	dže,pu
račun,e	račune
kloniranje,m	klo,ni,ranjem
sopstven,oj	sopstven,oj
bojkot,om	boj,ko,tom
prihvatljiv,a	prihvatlji,va
pregovarač,ima	pregovara,čima
veteran,e	ve,tera,ne
aliju,a	ali,ju,a
intervju,om	intervju,om
sdsm,-a	s,ds,m,-,a
termin,om	termin,om
pridev,om	pride,vom
sekularist,a	se,ku,lari,sta
skriven,u	skri,ven,u
član,u	članu
glas,ovi	glas,ovi
nepokolebljiv,i	nepo,kole,b,ljivi
jak,u	jaku
prošlogodišnji,m	proš,lo,godiš,njim
islamski,h	isla,mskih
islamist,i	isla,mi,sti
planiran,u	plani,ranu
akp,-a	a,kp,-,a
restoran,ima	resto,ra,nima
bar,ovima	bar,ovima
klub,ova	klubova
hurijet,u	hu,rije,tu
mandat,u	man,da,tu
inspirisan,e	inspiri,sane
zainteresovan,ija	za,intere,sov,anija
tinejdžer,e	tine,jdž,ere
kuran,a	ku,rana
milijet,a	mili,je,ta
miloševićev,e	miloše,vi,ćeve
ubijen,om	ubi,jenom
zoran,u	zora,nu
đinđić,u	đin,đi,ću
velikan,a	veli,kana
komandant,u	koman,dan,tu
milorad,u	mil,ora,du
ulemek,u	u,le,me,ku
klan,a	kl,ana
đinđićev,oj	đin,đi,će,voj
istražitelj,i	istraži,telji
miloševićev,im	miloše,vi,će,vim
napad,ima	napa,dima
dejan,a	de,jana
milenković,a	milen,kovića
žrtven,og	žrt,venog
đinđićev,i	đin,đi,će,vi
popović,a	popo,vića
đinđić,em	đin,đi,ćem
dušan,a	duš,ana
mihajlović,a	mihaj,l,ovića
finansijer,a	finansi,jera
organizator,a	organiza,tora
visbaden,a	vis,ba,dena
zahtev,u	zahtevu
advokat,i	advoka,ti
operater,e	opera,tere
in,-u	in,-,u
operater,i	opera,teri
zemljište,m	zemlji,štem
hektar,a	hektara
biro,a	biro,a
ažuriran,e	ažuri,rane
maslinov,og	ma,sl,in,ovog
seme,na	semena
paradajz,a	paradaj,za
materijal,i	materijali
grip,a	gri,pa
srčan,og	sr,čanog
odliv,a	odli,va
slep,e	sle,pe
poremećen,im	poreme,ćenim
vid,om	vi,dom
brajov,oj	bra,j,ovoj
aviv,u	a,vi,vu
mirko,m	mir,kom
cvetković,em	cvet,kovi,ćem
stran,a	strana
fatmir,a	f,at,mira
sejdiu,a	se,j,di,u,a
ahmet,om	ah,me,tom
davutoglu,om	d,av,uto,glu,om
saud,om	sa,u,dom
fajsal,om	fa,j,sal,om
akreditiv,e	akredi,tive
valdet,a	val,de,ta
sadiku,a	sa,di,ku,a
danilo,m	dan,ilom
turk,om	tur,kom
region,ima	regionima
raj,a	raja
unodc,-a	u,no,dc,-,a
unodc,-u	u,no,dc,-,u
kriminal,u	krimin,alu
biznis,a	biznisa
miroljubiv,a	mi,ro,ljubi,va
strazbur,u	st,raz,bu,ru
prošlogodišnji,h	proš,lo,godišnjih
saglasnost,i	saglasnosti
odgovor,e	odgovore
angažman,a	angaž,mana
ahtisarijev,im	ah,ti,sa,rije,vim
nadziran,e	nad,zi,rane
angažovanost,i	angaž,ovan,osti
stvar,ima	stvarima
mešovit,om	mešovi,tom
porast,a	porasta
zapaljiv,ih	zapal,ji,vih
hrvat,i	hrvati
slab,im	slabi,m
tročlan,im	tro,član,im
predsedništvo,m	predsed,ništ,vom
bajden,om	baj,den,om
nacrt,u	nacr,tu
neprihvatljiv,a	ne,prihvatlji,va
protektorat,om	protek,to,ra,tom
božić,a	boži,ća
mamut,a	ma,mu,ta
pilot,i	pilo,ti
virus,a	virusa
pacijent,e	pacijente
vezan,o	vezano
naj,star,ijih	naj,starijih
forenzički,h	for,enzi,čkih
razred,a	razreda
talent,e	talen,te
projekt,om	projek,tom
transatlantski,m	transa,t,lan,tskim
ambasador,i	ambasad,ori
uspostavljanje,m	uspostav,ljanjem
štab,a	štaba
isključiv,o	isključivo
ešdaunov,im	e,š,da,u,novim
transatlantski,h	transa,t,lan,tskih
nedovršen,o	ne,dovr,šeno
mnogi,ma	mnog,ima
kraj,em	krajem
orijentisan,a	orijenti,sana
kamen,a	kamena
šumski,h	šu,mskih
pomorski,m	po,mor,skim
efekat,a	efekata
dug,e	duge
uračunat,i	u,računa,ti
smanjenje,m	smanjenjem
spor,iji	spo,riji
severoistok,u	severo,istoku
najavljen,om	najav,ljenom
energetski,m	energe,tskim
gigant,om	gi,gan,tom
neupotrebljiv,a	ne,upotreb,ljiva
jedinstven,i	jedinstveni
abraziv,i	a,bra,zivi
voden,og	vod,enog
rastvor,a	rastvora
seizmološki,h	se,iz,mo,loških
sloj,eva	slojeva
eksperiment,i	eksperi,menti
imejl,u	i,mej,lu
bugarski,m	bugar,skim
bilion,a	bili,ona
kubni,h	ku,b,nih
rezerva,ma	rezer,vama
levičar,i	le,vi,čari
odred,a	odre,da
prednji,m	pred,njim
prozor,ima	pro,zori,ma
krov,u	kr,ovu
vulgarakis,a	vu,l,gara,ki,sa
oficir,a	ofici,ra
naj,čuvan,ijih	naj,ču,vani,jih
ulaz,a	ulaza
toalet,ima	to,ale,tima
prozor,a	prozora
zgrada,ma	zgra,dama
ulaz,ima	ula,zima
izlaz,ima	izla,zima
prestiž,a	presti,ža
vod,ovi	vod,ovi
general,e	genera,le
radovanović,a	radov,an,ovića
oružan,ih	oruž,anih
vod,a	voda
barjaktar,i	bar,ja,k,tari
počast,i	po,ča,sti
general,ima	genera,lima
podoficir,a	po,do,fici,ra
entitetski,h	enti,te,tskih
rame,nu	ra,menu
sulejman,a	su,le,j,mana
tihić,a	ti,hi,ća
major,u	maj,oru
krajšumović,u	kraj,šu,m,oviću
sastav,a	sastava
mihaj,a	miha,ja
tanasesku,a	t,ana,se,sku,a
strukturni,h	strukturnih
titov,a	tit,ova
josip,a	josi,pa
broz,a	bro,za
neupotrebljen,a	ne,upotreb,ljena
dug,i	du,gi
vinston,a	vin,sto,na
čerčil,a	č,er,čila
gadafi,ja	ga,da,fija
abdel,a	ab,dela
naser,a	na,sera
džavaharlal,a	dž,ava,har,l,ala
nehru,a	ne,h,ru,a
holivudski,h	ho,livu,d,skih
ričard,a	ri,čar,da
barton,a	bar,tona
star,o	staro
stručnjak,a	stručnjaka
papanikolau,a	p,ap,ani,kola,u,a
ambijent,u	ambijen,tu
brod,a	bro,da
tabloid,i	ta,blo,idi
laž,i	la,ži
josip,om	josi,pom
broz,om	bro,zom
tito,m	ti,tom
penzioner,a	penzione,ra
domet,e	do,mete
televizija,ma	televizi,jama
kvaziuniverzitet,a	kva,zi,univerziteta
talentovan,i	talen,tovani
plagijat,ima	pla,gi,ja,tima
predatorski,m	preda,tor,skim
nepošten,im	nepo,št,enim
evaluacija,ma	evalua,cijama
nezameranje,m	neza,me,ranjem
đak,e	đa,ke
funkcija,ma	funk,cijama
fakultet,i	fakul,teti
institut,i	institu,ti
muftijin,o	mu,f,ti,j,ino
moj,e	moje
šamar,e	ša,ma,re
izgovor,i	iz,govori
vladar,u	vlada,ru
rektor,u	rek,toru
profesor,u	profesor,u
vračar,u	vra,čar,u
diletant,ima	dile,tan,tima
univerzitetski,m	univerzi,te,tskim
čestitost,i	česti,tosti
francuski,h	francu,skih
đak,a	đa,ka
čvrst,ih	čvr,stih
gospodstven,og	gospod,stven,og
slovenac,a	sloven,aca
