jeremić,a	jere,mi,ća
alchajmerov,om	al,cha,j,me,ro,vom
demencija,ma	de,me,ncija,ma
stub,a	stuba
zdrav,e	zdrave
paradoks,a	parado,ksa
mit,ova	mi,tova
ustaljen,o	usta,ljeno
kvalitet,a	kvaliteta
moždan,e	možda,ne
pospan,i	pos,pa,ni
talas,a	talasa
dubok,i	dubo,ki
dubok,og	dubo,kog
pokret,ima	pokre,tima
povećan,u	poveća,nu
okean,u	oke,a,nu
svet,ove	sve,tove
čas,u	ča,su
staž,a	sta,ža
dušek,a	duše,ka
zebald,a	ze,ba,lda
saturnov,i	sa,tu,rno,vi
prsten,ovi	prste,novi
zebald,u	ze,ba,l,du
besmislen,ih	bes,misle,nih
vlastit,e	vlasti,te
putokaz,i	puto,kazi
valer,i	va,leri
monoton,e	mono,to,ne
knjiga,ma	knjiga,ma
svaki,m	sva,kim
nepromenjen,og	neprome,njenog
intenzitet,a	intenziteta
trend,ova	tren,dova
verzija,ma	verzija,ma
vulkan,om	vul,ka,nom
malkolm,a	mal,kol,ma
lauri,ja	la,u,rija
zenov,u	ze,no,vu
ital,a	i,tala
zvev,a	z,ve,va
grob,ovima	gro,bovima
ernest,a	e,rne,sta
sabat,a	sa,ba,ta
bulgakov,a	bu,l,ga,kova
odsjaj,i	od,s,ja,ji
dugogodišnji,h	dugo,godi,šnjih
autor,a	autora
proživljen,og	pro,ži,vljenog
otpor,a	otpora
svest,i	svesti
vlastit,og	vlasti,tog
grad,ovi	gradovi
čas,ove	časo,ve
zemaljski,h	zema,lj,skih
star,im	stari,m
trst,om	tr,stom
zen,a	z,ena
kozim,a	ko,zima
neuverljiv,a	neu,ver,ljiva
original,a	ori,gi,nala
leopold,a	l,eo,pol,da
blum,a	b,luma
bled,u	ble,du
džojsov,og	dž,oj,so,vog
život,ima	živo,tima
detalj,u	deta,lju
jarbol,a	ja,r,bo,la
brodolom,a	bro,do,lo,ma
prostor,i	prosto,ri
pouzdan,a	pouzda,na
razvučenost,i	raz,vu,če,nosti
koncept,a	koncepta
pisaći,m	pisa,ćim
papirnat,ih	papi,rna,tih
jalov,om	ja,lo,vom
ključ,a	klju,ča
bezdan,u	bez,da,nu
avet,i	a,veti
univerzum,a	univer,zu,ma
model,i	modeli
čitaočev,og	čitao,če,vog
orijentir,i	orijenti,ri
zamišljen,og	za,miš,ljenog
nojev,a	no,jeva
unos,a	unosa
čovekolik,i	čove,ko,liki
elektroencefalogram,a	elektro,ence,fa,lo,grama
uređaj,i	uređaji
niz,a	niza
određen,oj	određenoj
komfor,a	kom,fora
mit,-a	mi,t,-,a
mašina,ma	maši,nama
potreba,ma	potrebama
pionirski,h	pi,oni,rskih
univerzitet,u	univerzi,tetu
računar,a	računara
automat,u	automa,tu
naj,rashlađen,ija	najra,sh,la,đe,nija
preduslov,i	predu,slovi
prav,ih	pra,vih
samsung,a	sa,m,su,nga
frižider,e	fri,ži,dere
korisnik,u	korisniku
telefon,a	telefona
frižider,u	fri,ži,de,ru
telefon,e	telefo,ne
termostat,a	termo,sta,ta
ranjiv,a	ra,nji,va
upad,a	u,pada
inženjering,om	inženje,rin,gom
manipulacija,ma	manipu,la,cijama
poverljiv,im	pover,ljivim
mejl,ovima	me,j,lovima
poraz,u	po,razu
proizvođač,u	proizvođa,ču
gugl,u	gu,glu
uređaj,ima	uređa,jima
dom,u	domu
oregon,u	o,re,go,nu
kamera,ma	kamera,ma
televizor,om	televi,zorom
nemarnost,i	nema,rnosti
senzor,e	sen,zo,re
pejsmejker,om	pe,j,sme,jke,rom
haker,i	ha,ke,ri
haker,a	ha,ke,ra
omiljen,ih	omi,ljenih
skup,ovima	sku,povima
hakovanje,m	h,ako,vanjem
motor,a	motora
sudar,a	suda,ra
ishod,om	isho,dom
semafor,a	se,ma,fora
visokoobučen,e	visoko,obu,čene
osetljiv,ih	oset,ljivih
autopilot,a	auto,pi,lo,ta
silos,a	silo,sa
način,a	načina
provajder,i	pro,vaj,deri
oblak,u	obla,ku
obnažen,i	ob,na,ženi
selfi,ji	se,l,fi,ji
korisnost,i	kori,snosti
štetnost,i	štet,nosti
opravdanost,i	opravda,nosti
osetljiv,om	oset,ljivom
isplativost,i	isplati,vosti
malen,a	ma,lena
tehnološki,m	tehno,loškim
koncept,om	koncep,tom
čest,ih	česti,h
teret,a	tereta
kosovar,a	kosova,ra
spisk,a	spi,ska
nestrukturiran,a	ne,struktu,ri,rana
proizvodni,h	proizvodnih
izgubljen,ih	izgublje,nih
ishod,e	isho,de
lak,šu	lak,šu
jakup,a	ja,kupa
preuranjen,o	pre,u,ranje,no
preporučljiv,o	preporu,č,ljivo
lider,om	li,de,rom
mehmet,om	me,h,me,tom
ali,jem	ali,jem
talat,om	ta,la,tom
poseta,ma	pose,tama
frustrirajući,m	fru,stri,raju,ćim
zastoj,em	zasto,jem
kontakt,e	konta,kte
kontakt,i	kontakti
nivo,ima	nivoima
izražen,ih	izra,ženih
slab,o	slabo
plan,om	planom
kiparski,m	ki,par,skim
rešenje,m	rešenjem
osobenost,ima	osobe,nostima
nerešiv,om	nere,ši,vom
kršenje,m	kr,šenjem
ilir,a	i,lira
dugoli,ja	du,go,lija
oto,a	o,to,a
fudbal,a	fudbala
rehagelov,a	re,ha,ge,lova
rezultat,om	rezultatom
tim,om	ti,mom
rehagel,a	re,ha,ge,la
sporting,a	spo,rti,nga
naj,istaknut,iji	naji,sta,knuti,ji
trideseti,m	tri,dese,tim
stadion,a	stadi,ona
brdovit,om	br,dovi,tom
sponzor,a	spon,zora
maradonin,e	ma,ra,do,nine
grub,oj	gru,boj
neosnovan,im	neo,sno,vanim
pretrpljen,ih	pretr,p,ljenih
odbijen,u	odbije,nu
minut,u	minutu
sokratis,a	so,kra,tisa
papastatopulos,a	pa,pa,sta,to,pu,lo,sa
jak,a	jaka
hotel,u	hotelu
navijač,e	navija,če
vuvuzela,ma	vu,vu,ze,lama
doboš,ima	do,bo,šima
harmonika,ma	harmo,nika,ma
jak,o	jako
navijač,i	navija,či
ultranacionalistički,h	ultra,na,ciona,listi,čkih
organizator,i	organiza,tori
huligan,a	hu,li,gana
učesnik,e	učesni,ke
kamenica,ma	kame,nicama
sakriven,im	sa,kri,ve,nim
šaht,ovima	ša,h,tovima
život,i	životi
svetski,m	svet,skim
travnjak,a	tra,v,njaka
skup,ovi	sku,povi
predsednički,h	predsedni,čkih
udarac,a	uda,raca
plakat,i	pla,kati
krug,u	krugu
protivnički,h	protiv,ni,čkih
basesku,a	ba,se,sku,a
miting,a	mi,tin,ga
dečak,a	dečaka
element,e	elemente
dinu,a	di,nu,a
patriču,a	pa,tri,ču,a
disident,a	di,side,nta
pesnik,a	pe,snika
dinesku,a	di,ne,sku,a
predsednikov,a	predsedni,kova
rumunski,h	rumu,nskih
takmac,e	tak,ma,ce
nezabeležen,i	neza,bele,ženi
ismail,u	i,sma,i,lu
kadare,u	kada,re,u
gugl,a	gu,gla
karikaturist,a	ka,rika,turi,sta
polufinalist,a	polu,fi,nali,sta
finalist,a	fi,nali,sta
ansamb,ala	an,sam,bala
vladin,e	vla,dine
marselj,u	mar,se,lju
crtani,h	crta,nih
filmski,h	film,skih
fokus,om	foku,som
apelacioni,h	a,pela,cionih
temelj,i	teme,lji
otvoren,og	otvorenog
obnovljen,ih	obno,vljenih
društven,e	društvene
kamion,ima	ka,mio,nima
voz,ovi	vo,zovi
stanica,ma	sta,nicama
poljoprivredni,h	poljoprivrednih
podsticaj,e	podstica,je
sto,love	sto,love
smeštaj,a	smeštaja
rom,i	ro,mi
mađar,i	ma,đa,ri
drugačiji,m	drugači,jim
materijal,a	materijala
romski,m	ro,m,skim
jukom,-a	ju,kom,-,a
dug,ovima	dugo,vima
njen,i	njeni
dnevni,h	dne,vnih
meden,i	me,deni
dug,ove	dugo,ve
uobičajen,a	uobičaje,na
pozajmica,ma	pozaj,mi,cama
dug,ovi	dugo,vi
pouzdan,im	pouzda,nim
kup,u	kupu
nobelov,u	no,be,lo,vu
rajteralm,u	ra,j,tera,l,mu
romed,a	ro,me,da
bauman,a	ba,uma,na
francuz,a	francu,za
pjerik,a	p,je,rika
burže,a	bur,že,a
stefan,a	stefa,na
arsenijević,a	ar,se,nije,vića
komandarev,a	ko,ma,nda,re,va
vihor,u	vi,ho,ru
bazen,ima	baze,nima
hesinki,ju	he,sin,ki,ju
plivački,m	pli,va,čkim
svetlin,a	svet,lina
rusev,a	ru,se,va
stokholm,u	sto,k,hol,mu
nezamenljiv,om	neza,men,ljivom
peterburg,om	peter,bur,gom
dablin,om	da,bli,nom
pariz,om	pari,zom
veles,a	ve,le,sa
luksemburg,om	lu,kse,m,bur,gom
rumuski,h	rumu,skih
lej,a	le,ja
skup,a	skupa
sokol,a	so,kola
oljdaši,ja	o,ljda,ši,ja
incident,om	inci,den,tom
vasil,a	va,sila
kodeks,a	ko,de,ksa
pošten,e	pošte,ne
redosled,a	redosle,da
kompatibilnost,i	kompati,bilnosti
zakonski,h	zakon,skih
kriv,im	kri,vim
zaštićen,og	zašti,ćenog
ramuš,u	ra,mu,šu
haradinaj,u	ha,ra,dina,ju
astrit,a	a,stri,ta
bajruš,a	baj,ru,ša
dokaz,ima	doka,zima
ministrov,u	mini,stro,vu
haradinaj,a	ha,ra,dina,ja
morinin,o	mo,rini,no
lahi,ju	la,hi,ju
brahimaj,u	bra,hi,ma,ju
stil,a	stila
kreator,a	krea,tora
modni,h	mo,dnih
trend,u	tren,du
klijent,e	klije,nte
set,a	seta
trend,ove	tren,dove
turist,i	turisti
obučen,ih	obu,čenih
adi,ja	a,dija
kromenaker,a	k,ro,mena,ke,ra
kreator,i	krea,tori
kerol,a	ke,rola
nadahnut,u	nada,h,nu,tu
kreator,e	krea,tore
brend,ove	bren,dove
admir,a	ad,mira
karišik,a	ka,ri,ši,ka
kostim,e	kosti,me
plesač,i	ple,sa,či
inspirisan,om	inspi,risa,nom
talent,i	tale,nti
brend,ovi	bren,dovi
časopis,ima	časo,pisima
ormar,ima	or,ma,rima
kupac,a	kupaca
komesar,i	kome,sa,ri
svež,e	sveže
izazov,ima	izazo,vima
održiv,oj	održi,voj
zadatak,a	zadataka
socijalist,a	socija,lista
demokrat,a	demokra,ta
budžetski,h	budže,tskih
ren,a	re,na
istaknut,o	istaknu,to
dačijan,u	da,či,janu
čološ,u	čo,loš,u
multijezičnost,i	multi,jezi,čnosti
times,-a	time,s,-,a
prisustvo,m	prisu,stvom
čest,im	česti,m
motivisan,im	motivi,sanim
mešanje,m	meša,njem
primenljiv,e	primen,ljive
dejton,u	dej,tonu
ograničen,a	ograničena
širok,og	širo,kog
bon,u	bo,nu
ohr,-u	o,hr,-,u
ran,i	ra,ni
jedinstven,ih	jedinstve,nih
registarski,h	registar,skih
pasoš,e	paso,še
krug,ovima	kru,govima
nestrpljiv,i	ne,str,p,ljivi
skup,lja	skuplja
predviđen,og	predvi,đenog
različit,o	različito
građanski,h	građan,skih
kontinuiran,i	kontinui,rani
istok,u	istoku
znak,e	zna,ke
progon,om	pro,go,nom
režim,i	reži,mi
martovski,h	mar,tov,skih
tretman,a	tretmana
benedikt,a	be,ne,di,kta
benedikt,u	be,ne,di,ktu
benedikt,om	be,ne,di,ktom
evroatlantski,m	evro,at,la,nt,skim
otvoren,im	otvore,nim
moratinos,om	mo,rati,no,som
trajan,om	tra,ja,nom
basesku,om	ba,se,sku,om
emil,om	e,mi,lom
bok,om	bo,kom
josipović,em	josi,povi,ćem
protokol,om	protoko,lom
potpisan,im	potpisa,nim
suverenitet,u	suvereni,tetu
punkt,u	pun,ktu
ministarstvo,m	ministar,stvom
blag,o	blago
obazriv,e	oba,z,ri,ve
protokol,a	protokola
euleks,-u	eu,le,ks,-,u
suveren,a	suve,rena
izazvan,e	izaz,vane
razarajući,h	raza,raju,ćih
oštećen,ih	ošte,ćenih
obučen,og	obu,čenog
generalštab,a	general,šta,ba
opremljen,ih	oprem,ljenih
specijalizovan,ih	specijalizova,nih
nasip,a	nasi,pa
rečni,h	re,čnih
privremen,ih	privreme,nih
železnički,h	železni,čkih
oluja,ma	o,lu,jama
zdravstven,oj	zdravstve,noj
zdravstven,a	zdravstvena
dom,ova	do,mova
gubitak,a	gubitaka
hepatitis,a	he,pa,titi,sa
jak,i	ja,ki
ekološki,m	eko,loškim
faktor,ima	faktorima
kanal,u	kanalu
samoubistvo,m	samoubi,stvom
roditelj,a	roditelja
nasilnik,a	nasi,lnika
privremen,om	privreme,nom
celost,i	celosti
fragment,i	frag,menti
naj,star,ijim	najstariji,m
sin,om	si,nom
razvod,a	razvo,da
rizik,u	riziku
propust,e	propu,ste
sam,oj	samoj
događaj,em	događa,jem
zločinac,a	zločina,ca
mizogin,om	mi,zo,gi,nom
komentator,i	komenta,tori
portal,ima	porta,lima
muž,evima	mu,že,vima
ljubavnik,e	ljuba,vni,ke
sindrom,a	sindroma
zatvor,u	zatvoru
nasilnik,u	nasi,lni,ku
faktor,i	faktori
alkohol,a	alkohola
tim,ovi	ti,movi
dogovor,e	dogovo,re
rođen,ih	ro,đenih
unutarpolitički,h	unutar,politi,čkih
vozački,m	voza,čkim
dozvola,ma	dozvo,lama
privremen,e	privreme,ne
grb,om	gr,bom
dogovor,i	dogovori
postignut,i	postignu,ti
odobravanje,m	odobra,vanjem
enklava,ma	en,kla,vama
pitanje,m	pita,njem
unapređivanje,m	unapre,đivanjem
laden,a	la,dena
operativac,a	opera,tiva,ca
sofisticiranost,i	so,fi,stici,ra,nosti
istaknut,ih	istaknu,tih
pojačan,a	pojača,na
rang,a	ra,nga
agent,i	age,nti
zapadni,h	zapad,nih
udar,e	uda,re
gasovod,e	gaso,vode
naftovod,e	naf,to,vode
tanker,e	ta,nke,re
gliser,a	g,li,sera
napunjen,ih	napu,njenih
eksploziv,om	eksplo,zi,vom
diversifikovan,ija	diver,si,fikova,nija
pljačkanje,m	plja,čka,njem
puškomitraljez,e	pu,ško,mi,tra,lje,ze
tunis,u	tu,ni,su
antivladini,h	an,tiv,ladi,nih
irački,h	ira,čkih
dogovor,ima	dogovo,rima
postignut,im	postignu,tim
koalicioni,h	koali,cionih
istok,a	isto,ka
kontinuiran,im	kontinui,ranim
sopstven,im	sopstvenim
nesporazum,i	nespo,razu,mi
septembarski,h	septembar,skih
student,ima	studentima
pojava,ma	poja,vama
blagoslov,ima	blago,slo,vima
grub,i	gru,bi
um,u	umu
pristojnost,i	pri,stoj,nosti
sfor,-a	s,for,-,a
platni,h	pla,tnih
debitni,h	de,bi,tnih
bankomat,a	ban,ko,ma,ta
statistički,m	statisti,čkim
opticaj,u	op,tica,ju
delatnost,ima	delatnosti,ma
gigant,i	gi,ga,nti
tržište,m	tržište,m
transakcija,ma	transak,cijama
dažbina,ma	da,žbi,nama
blagajnik,a	b,laga,jnika
džep,u	dže,pu
račun,e	raču,ne
kloniranje,m	klo,ni,ranjem
sopstven,oj	sopstve,noj
bojkot,om	bo,jko,tom
prihvatljiv,a	prihvat,ljiva
pregovarač,ima	pregovara,čima
veteran,e	ve,tera,ne
aliju,a	ali,ju,a
intervju,om	intervju,om
sdsm,-a	s,ds,m,-,a
termin,om	termi,nom
pridev,om	pride,vom
sekularist,a	se,kula,rista
skriven,u	skri,ve,nu
član,u	članu
glas,ovi	gla,sovi
nepokolebljiv,i	nepo,kole,b,ljivi
jak,u	ja,ku
prošlogodišnji,m	prošlo,godi,šnjim
islamski,h	isla,mskih
islamist,i	isla,mi,sti
planiran,u	plani,ranu
akp,-a	a,kp,-,a
restoran,ima	resto,ra,nima
bar,ovima	ba,rovima
klub,ova	klubova
hurijet,u	hu,rije,tu
mandat,u	manda,tu
inspirisan,e	inspi,risa,ne
zainteresovan,ija	zainteresova,nija
tinejdžer,e	ti,nej,dže,re
kuran,a	ku,rana
milijet,a	mi,lije,ta
miloševićev,e	miloše,viće,ve
ubijen,om	ubije,nom
zoran,u	zo,ranu
đinđić,u	đin,đi,ću
velikan,a	velika,na
komandant,u	komanda,ntu
milorad,u	milo,ra,du
ulemek,u	u,leme,ku
klan,a	kla,na
đinđićev,oj	đin,đi,će,voj
istražitelj,i	istraži,telji
miloševićev,im	miloše,viće,vim
napad,ima	napa,dima
dejan,a	de,jana
milenković,a	milen,kovića
žrtven,og	žrtve,nog
đinđićev,i	đin,đi,će,vi
popović,a	po,po,vića
đinđić,em	đin,đi,ćem
dušan,a	du,šana
mihajlović,a	mihaj,lo,vića
finansijer,a	finansi,jera
organizator,a	organiza,tora
visbaden,a	vi,s,ba,dena
zahtev,u	zahtevu
advokat,i	advo,kati
operater,e	opera,tere
in,-u	in,-,u
operater,i	opera,teri
zemljište,m	zemljište,m
hektar,a	hektara
biro,a	biro,a
ažuriran,e	ažuri,rane
maslinov,og	ma,sli,novog
seme,na	semena
paradajz,a	paradaj,za
materijal,i	materijali
grip,a	gri,pa
srčan,og	srča,nog
odliv,a	odli,va
slep,e	sle,pe
poremećen,im	poreme,ćenim
vid,om	vi,dom
brajov,oj	bra,jo,voj
aviv,u	a,vi,vu
mirko,m	mir,kom
cvetković,em	c,vet,kovi,ćem
stran,a	strana
fatmir,a	fa,t,mira
sejdiu,a	se,j,di,u,a
ahmet,om	a,h,me,tom
davutoglu,om	da,vu,tog,lu,om
saud,om	sa,u,dom
fajsal,om	f,aj,sa,lom
akreditiv,e	akredi,tive
valdet,a	val,de,ta
sadiku,a	sa,di,ku,a
danilo,m	dani,lom
turk,om	tur,kom
region,ima	regionima
raj,a	ra,ja
unodc,-a	u,no,d,c,-,a
unodc,-u	u,no,d,c,-,u
kriminal,u	krimina,lu
biznis,a	biznisa
miroljubiv,a	miro,ljubi,va
strazbur,u	stra,z,bu,ru
prošlogodišnji,h	prošlo,godi,šnjih
saglasnost,i	saglasnosti
odgovor,e	odgovore
angažman,a	angaž,mana
ahtisarijev,im	a,h,tisa,rije,vim
nadziran,e	nad,zi,rane
angažovanost,i	angažo,va,nosti
stvar,ima	stvarima
mešovit,om	mešo,vi,tom
porast,a	porasta
zapaljiv,ih	zapa,ljivih
hrvat,i	hrvati
slab,im	slabi,m
tročlan,im	tro,čla,nim
predsedništvo,m	predsedni,štvom
bajden,om	ba,jde,nom
nacrt,u	nac,rtu
neprihvatljiv,a	neprihvat,ljiva
protektorat,om	prote,ktora,tom
božić,a	boži,ća
mamut,a	ma,mu,ta
pilot,i	pilo,ti
virus,a	virusa
pacijent,e	pacijente
vezan,o	vezano
naj,star,ijih	najstariji,h
forenzički,h	fo,re,nzi,čkih
razred,a	razreda
talent,e	tale,nte
projekt,om	projekto,m
transatlantski,m	transa,tla,nt,skim
ambasador,i	ambasa,do,ri
uspostavljanje,m	uspostavlja,njem
štab,a	štaba
isključiv,o	isključivo
ešdaunov,im	e,š,da,u,no,vim
transatlantski,h	transa,tla,nt,skih
nedovršen,o	nedo,vrše,no
mnogi,ma	mnogi,ma
kraj,em	krajem
orijentisan,a	orijenti,sana
kamen,a	kamena
šumski,h	šum,skih
pomorski,m	pomo,r,skim
efekat,a	efekata
dug,e	duge
uračunat,i	ura,čuna,ti
smanjenje,m	smanjenjem
spor,iji	spo,riji
severoistok,u	seve,ro,isto,ku
najavljen,om	naja,vlje,nom
energetski,m	energe,tskim
gigant,om	gi,gan,tom
neupotrebljiv,a	neu,potre,b,ljiva
jedinstven,i	jedinstveni
abraziv,i	a,bra,zi,vi
voden,og	vode,nog
rastvor,a	rastvora
seizmološki,h	se,iz,mo,loških
sloj,eva	slojeva
eksperiment,i	eksperimenti
imejl,u	ime,j,lu
bugarski,m	bugar,skim
bilion,a	bili,ona
kubni,h	ku,bnih
rezerva,ma	rezerva,ma
levičar,i	le,vi,čari
odred,a	odreda
prednji,m	pred,njim
prozor,ima	pro,zo,rima
krov,u	kro,vu
vulgarakis,a	vu,l,gara,ki,sa
oficir,a	ofici,ra
naj,čuvan,ijih	naj,ču,va,nijih
ulaz,a	ulaza
toalet,ima	to,ale,tima
prozor,a	prozora
zgrada,ma	zgrada,ma
ulaz,ima	ulazi,ma
izlaz,ima	izlazi,ma
prestiž,a	presti,ža
vod,ovi	vo,dovi
general,e	genera,le
radovanović,a	radova,novića
oružan,ih	oruža,nih
vod,a	voda
barjaktar,i	bar,ja,kta,ri
počast,i	poča,sti
general,ima	genera,lima
podoficir,a	podo,fici,ra
entitetski,h	enti,tet,skih
rame,nu	ra,menu
sulejman,a	su,lej,mana
tihić,a	ti,hi,ća
major,u	ma,jo,ru
krajšumović,u	kra,j,šu,mović,u
sastav,a	sastava
mihaj,a	miha,ja
tanasesku,a	ta,na,se,sku,a
strukturni,h	struktu,rnih
titov,a	ti,tova
josip,a	josi,pa
broz,a	bro,za
neupotrebljen,a	neu,potre,blje,na
dug,i	dugi
vinston,a	vin,sto,na
čerčil,a	č,er,čila
gadafi,ja	ga,da,fija
abdel,a	ab,dela
naser,a	na,sera
džavaharlal,a	d,žava,har,la,la
nehru,a	ne,h,ru,a
holivudski,h	ho,livu,d,skih
ričard,a	ri,čar,da
barton,a	bar,tona
star,o	staro
stručnjak,a	stručnjaka
papanikolau,a	pa,pa,ni,kola,u,a
ambijent,u	ambije,ntu
brod,a	bro,da
tabloid,i	ta,blo,idi
laž,i	laži
josip,om	josi,pom
broz,om	bro,zom
tito,m	ti,tom
penzioner,a	penzio,nera
domet,e	dome,te
televizija,ma	televizija,ma
kvaziuniverzitet,a	kva,zi,u,niverzi,teta
talentovan,i	ta,len,tovani
plagijat,ima	pla,gija,tima
predatorski,m	preda,tor,skim
nepošten,im	nepo,šte,nim
evaluacija,ma	evalua,cijama
nezameranje,m	neza,mera,njem
đak,e	đa,ke
funkcija,ma	funk,cijama
fakultet,i	fakul,teti
institut,i	institu,ti
muftijin,o	mu,fti,ji,no
moj,e	moje
šamar,e	ša,ma,re
izgovor,i	iz,govori
vladar,u	vlada,ru
rektor,u	re,ktoru
profesor,u	profeso,ru
vračar,u	vra,ča,ru
diletant,ima	di,leta,ntima
univerzitetski,m	univerzitet,skim
čestitost,i	česti,tosti
francuski,h	francu,skih
đak,a	đa,ka
čvrst,ih	čvr,stih
gospodstven,og	gospo,d,stve,nog
slovenac,a	slo,vena,ca
